setor,mes,Admissões,Desligamentos,Estoque,Saldos,date,taxa_liquida,estoque_ref
"Administração Pública, Defesa e Seguridade Social",Janeiro/2020,3961.0,4406.0,498460.0,-445.0,2020-01-01,-0.0008927496689804599,498460.0
"Administração Pública, Defesa e Seguridade Social",Fevereiro/2020,15470.0,4219.0,509711.0,11251.0,2020-02-01,0.022073292512816086,509711.0
"Administração Pública, Defesa e Seguridade Social",Março/2020,6957.0,3485.0,513183.0,3472.0,2020-03-01,0.006765617723112418,513183.0
"Administração Pública, Defesa e Seguridade Social",Abril/2020,2424.0,2474.0,513133.0,-50.0,2020-04-01,-9.744062455542715e-05,513133.0
"Administração Pública, Defesa e Seguridade Social",Maio/2020,3235.0,2751.0,513617.0,484.0,2020-05-01,0.0009423364102044909,513617.0
"Administração Pública, Defesa e Seguridade Social",Junho/2020,2402.0,2672.0,513347.0,-270.0,2020-06-01,-0.0005259600231422411,513347.0
"Administração Pública, Defesa e Seguridade Social",Julho/2020,2534.0,3009.0,512872.0,-475.0,2020-07-01,-0.0009261570138358109,512872.0
"Administração Pública, Defesa e Seguridade Social",Agosto/2020,3255.0,3310.0,512817.0,-55.0,2020-08-01,-0.00010725073466753248,512817.0
"Administração Pública, Defesa e Seguridade Social",Setembro/2020,2262.0,2414.0,512665.0,-152.0,2020-09-01,-0.00029648991056537894,512665.0
"Administração Pública, Defesa e Seguridade Social",Outubro/2020,1881.0,2435.0,512111.0,-554.0,2020-10-01,-0.0010817967198517508,512111.0
"Administração Pública, Defesa e Seguridade Social",Novembro/2020,1640.0,4032.0,509719.0,-2392.0,2020-11-01,-0.00469278170913778,509719.0
"Administração Pública, Defesa e Seguridade Social",Dezembro/2020,1332.0,16775.0,494276.0,-15443.0,2020-12-01,-0.0312436776214099,494276.0
"Administração Pública, Defesa e Seguridade Social",Janeiro/2021,6800.0,4582.0,496494.0,2218.0,2021-01-01,0.004467324882073097,496494.0
"Administração Pública, Defesa e Seguridade Social",Fevereiro/2021,10619.0,3990.0,503123.0,6629.0,2021-02-01,0.013175704549384545,503123.0
"Administração Pública, Defesa e Seguridade Social",Março/2021,7303.0,4051.0,506375.0,3252.0,2021-03-01,0.0064221179955566525,506375.0
"Administração Pública, Defesa e Seguridade Social",Abril/2021,5201.0,3545.0,508031.0,1656.0,2021-04-01,0.0032596436044257143,508031.0
"Administração Pública, Defesa e Seguridade Social",Maio/2021,5050.0,3977.0,509104.0,1073.0,2021-05-01,0.0021076243753732045,509104.0
"Administração Pública, Defesa e Seguridade Social",Junho/2021,4431.0,3750.0,509785.0,681.0,2021-06-01,0.001335857273164177,509785.0
"Administração Pública, Defesa e Seguridade Social",Julho/2021,4363.0,3670.0,510478.0,693.0,2021-07-01,0.0013575511579343282,510478.0
"Administração Pública, Defesa e Seguridade Social",Agosto/2021,5955.0,4809.0,511624.0,1146.0,2021-08-01,0.002239926195800041,511624.0
"Administração Pública, Defesa e Seguridade Social",Setembro/2021,5663.0,4719.0,512568.0,944.0,2021-09-01,0.001841706856456119,512568.0
"Administração Pública, Defesa e Seguridade Social",Outubro/2021,5043.0,4117.0,513494.0,926.0,2021-10-01,0.0018033316844987479,513494.0
"Administração Pública, Defesa e Seguridade Social",Novembro/2021,3736.0,3798.0,513432.0,-62.0,2021-11-01,-0.0001207560105330404,513432.0
"Administração Pública, Defesa e Seguridade Social",Dezembro/2021,2370.0,20153.0,495649.0,-17783.0,2021-12-01,-0.03587821220258691,495649.0
"Administração Pública, Defesa e Seguridade Social",Janeiro/2022,6084.0,4869.0,496864.0,1215.0,2022-01-01,0.0024453371546338636,496864.0
"Administração Pública, Defesa e Seguridade Social",Fevereiro/2022,20466.0,8753.0,508577.0,11713.0,2022-02-01,0.023030927470176592,508577.0
"Administração Pública, Defesa e Seguridade Social",Março/2022,11487.0,5892.0,514172.0,5595.0,2022-03-01,0.01088157270329773,514172.0
"Administração Pública, Defesa e Seguridade Social",Abril/2022,8561.0,5629.0,517104.0,2932.0,2022-04-01,0.00567003929577029,517104.0
"Administração Pública, Defesa e Seguridade Social",Maio/2022,7697.0,5936.0,518865.0,1761.0,2022-05-01,0.003393946402243358,518865.0
"Administração Pública, Defesa e Seguridade Social",Junho/2022,8324.0,5295.0,521894.0,3029.0,2022-06-01,0.00580386055405887,521894.0
"Administração Pública, Defesa e Seguridade Social",Julho/2022,9284.0,5185.0,525993.0,4099.0,2022-07-01,0.0077928793729194114,525993.0
"Administração Pública, Defesa e Seguridade Social",Agosto/2022,10202.0,5600.0,530595.0,4602.0,2022-08-01,0.008673281881661154,530595.0
"Administração Pública, Defesa e Seguridade Social",Setembro/2022,7858.0,4695.0,533758.0,3163.0,2022-09-01,0.0059259064969518025,533758.0
"Administração Pública, Defesa e Seguridade Social",Outubro/2022,6593.0,3938.0,536413.0,2655.0,2022-10-01,0.004949544474127212,536413.0
"Administração Pública, Defesa e Seguridade Social",Novembro/2022,5781.0,4006.0,538188.0,1775.0,2022-11-01,0.00329810400826477,538188.0
"Administração Pública, Defesa e Seguridade Social",Dezembro/2022,4390.0,27243.0,515335.0,-22853.0,2022-12-01,-0.044345910912319174,515335.0
"Administração Pública, Defesa e Seguridade Social",Janeiro/2023,16266.0,8022.0,523579.0,8244.0,2023-01-01,0.015745474894906023,523579.0
"Administração Pública, Defesa e Seguridade Social",Fevereiro/2023,26038.0,5957.0,543660.0,20081.0,2023-02-01,0.0369366883714086,543660.0
"Administração Pública, Defesa e Seguridade Social",Março/2023,14132.0,5767.0,552025.0,8365.0,2023-03-01,0.01515329921652099,552025.0
"Administração Pública, Defesa e Seguridade Social",Abril/2023,9386.0,4805.0,556606.0,4581.0,2023-04-01,0.008230238265487615,556606.0
"Administração Pública, Defesa e Seguridade Social",Maio/2023,8810.0,6094.0,559322.0,2716.0,2023-05-01,0.00485587908217449,559322.0
"Administração Pública, Defesa e Seguridade Social",Junho/2023,7077.0,5344.0,561055.0,1733.0,2023-06-01,0.0030888237338585344,561055.0
"Administração Pública, Defesa e Seguridade Social",Julho/2023,5772.0,5975.0,560852.0,-203.0,2023-07-01,-0.00036194931996319887,560852.0
"Administração Pública, Defesa e Seguridade Social",Agosto/2023,6966.0,5897.0,561921.0,1069.0,2023-08-01,0.001902402650906444,561921.0
"Administração Pública, Defesa e Seguridade Social",Setembro/2023,5948.0,5152.0,562717.0,796.0,2023-09-01,0.0014145654032133382,562717.0
"Administração Pública, Defesa e Seguridade Social",Outubro/2023,5169.0,4340.0,563546.0,829.0,2023-10-01,0.0014710422929095407,563546.0
"Administração Pública, Defesa e Seguridade Social",Novembro/2023,4156.0,4500.0,563202.0,-344.0,2023-11-01,-0.0006107932855352077,563202.0
"Administração Pública, Defesa e Seguridade Social",Dezembro/2023,4125.0,27639.0,539688.0,-23514.0,2023-12-01,-0.04356961800151198,539688.0
"Administração Pública, Defesa e Seguridade Social",Janeiro/2024,10400.0,6704.0,543384.0,3696.0,2024-01-01,0.006801819707610088,543384.0
"Administração Pública, Defesa e Seguridade Social",Fevereiro/2024,25965.0,7611.0,561738.0,18354.0,2024-02-01,0.0326735951635816,561738.0
"Administração Pública, Defesa e Seguridade Social",Março/2024,14349.0,6951.0,569136.0,7398.0,2024-03-01,0.01299865058615164,569136.0
"Administração Pública, Defesa e Seguridade Social",Abril/2024,11622.0,7342.0,573416.0,4280.0,2024-04-01,0.007464040068641265,573416.0
"Administração Pública, Defesa e Seguridade Social",Maio/2024,8718.0,6355.0,575779.0,2363.0,2024-05-01,0.004104005182543997,575779.0
"Administração Pública, Defesa e Seguridade Social",Junho/2024,8444.0,5476.0,578747.0,2968.0,2024-06-01,0.00512832031958697,578747.0
"Administração Pública, Defesa e Seguridade Social",Julho/2024,8658.0,6016.0,581389.0,2642.0,2024-07-01,0.00454428962364269,581389.0
"Administração Pública, Defesa e Seguridade Social",Agosto/2024,5092.0,6121.0,580360.0,-1029.0,2024-08-01,-0.0017730374250465228,580360.0
"Administração Pública, Defesa e Seguridade Social",Setembro/2024,5058.0,4189.0,581229.0,869.0,2024-09-01,0.0014951077802380817,581229.0
"Administração Pública, Defesa e Seguridade Social",Outubro/2024,3377.0,5267.0,579339.0,-1890.0,2024-10-01,-0.0032623386307498716,579339.0
"Administração Pública, Defesa e Seguridade Social",Novembro/2024,3724.0,7790.0,575273.0,-4066.0,2024-11-01,-0.007067948608747499,575273.0
"Administração Pública, Defesa e Seguridade Social",Dezembro/2024,1972.0,29712.0,547533.0,-27740.0,2024-12-01,-0.05066361296944659,547533.0
"Administração Pública, Defesa e Seguridade Social",Janeiro/2025,9673.0,8066.0,549140.0,1607.0,2025-01-01,0.002926393997887606,549140.0
"Administração Pública, Defesa e Seguridade Social",Fevereiro/2025,24742.0,8134.0,565748.0,16608.0,2025-02-01,0.02935582626893953,565748.0
"Administração Pública, Defesa e Seguridade Social",Março/2025,11689.0,6677.0,570760.0,5012.0,2025-03-01,0.008781274090686103,570760.0
"Administração Pública, Defesa e Seguridade Social",Abril/2025,9138.0,5692.0,574206.0,3446.0,2025-04-01,0.0060013305329446225,574206.0
"Administração Pública, Defesa e Seguridade Social",Maio/2025,8749.0,6438.0,576517.0,2311.0,2025-05-01,0.00400855482145366,576517.0
"Administração Pública, Defesa e Seguridade Social",Junho/2025,6896.0,6079.0,577334.0,817.0,2025-06-01,0.0014151253866912393,577334.0
"Administração Pública, Defesa e Seguridade Social",Julho/2025,7292.0,7518.0,577108.0,-226.0,2025-07-01,-0.00039160780997664216,577108.0
"Administração Pública, Defesa e Seguridade Social",Agosto/2025,8209.0,6177.0,579140.0,2032.0,2025-08-01,0.003508650758020513,579140.0
"Administração Pública, Defesa e Seguridade Social",Setembro/2025,7852.0,5320.0,581672.0,2532.0,2025-09-01,0.0043529686833817,581672.0
"Administração Pública, Defesa e Seguridade Social",Outubro/2025,5587.0,4838.0,582421.0,749.0,2025-10-01,0.00128601132170715,582421.0
"Administração Pública, Defesa e Seguridade Social",Novembro/2025,4332.0,3905.0,582848.0,427.0,2025-11-01,0.0007326095311299001,582848.0
"Administração Pública, Defesa e Seguridade Social",Dezembro/2025,2787.0,27273.0,,-24486.0,2025-12-01,-0.04201095311299001,582848.0
"Administração Pública, Defesa e Seguridade Social",Janeiro/2026,8451.0,7942.0,558871.0,509.0,2026-01-01,0.0009107647381953975,558871.0
"Administração Pública, Defesa e Seguridade Social",Fevereiro/2026,22447.0,6786.0,574532.0,15661.0,2026-02-01,0.02725870795708507,574532.0
"Administração Pública, Defesa e Seguridade Social",Março/2026,12730.0,6757.0,580505.0,5973.0,2026-03-01,0.010289317060145908,580505.0
"Administração Pública, Defesa e Seguridade Social",Abril/2026,7640.0,5487.0,582658.0,2153.0,2026-04-01,0.003695135053496219,582658.0
"Administração Pública, Defesa e Seguridade Social",Maio/2026,7159.0,5764.0,584053.0,1395.0,2026-05-01,0.002388481867227803,584053.0
"Administração Pública, Defesa e Seguridade Social",Junho/2026,6778.0,5642.0,585189.0,1136.0,2026-06-01,0.0019412531677799822,585189.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Janeiro/2020,109618.0,97563.0,4776487.0,12055.0,2020-01-01,0.0025238213775102916,4776487.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Fevereiro/2020,168044.0,97591.0,4846940.0,70453.0,2020-02-01,0.014535562643647332,4846940.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Março/2020,120781.0,97531.0,4870190.0,23250.0,2020-03-01,0.0047739410577410735,4870190.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Abril/2020,69869.0,90665.0,4849394.0,-20796.0,2020-04-01,-0.004288370876855954,4849394.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Maio/2020,65566.0,76746.0,4838214.0,-11180.0,2020-05-01,-0.0023107700486171136,4838214.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Junho/2020,69728.0,76856.0,4831086.0,-7128.0,2020-06-01,-0.0014754446515752358,4831086.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Julho/2020,77647.0,84483.0,4824250.0,-6836.0,2020-07-01,-0.001417007825050526,4824250.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Agosto/2020,87558.0,88123.0,4823685.0,-565.0,2020-08-01,-0.00011713036817288028,4823685.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Setembro/2020,82083.0,85575.0,4820193.0,-3492.0,2020-09-01,-0.0007244523196477818,4820193.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Outubro/2020,86422.0,81998.0,4824617.0,4424.0,2020-10-01,0.0009169639786950965,4824617.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Novembro/2020,84824.0,72194.0,4837247.0,12630.0,2020-11-01,0.002610989267242297,4837247.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Dezembro/2020,80036.0,132087.0,4785196.0,-52051.0,2020-12-01,-0.010877506375914383,4785196.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Janeiro/2021,115481.0,96883.0,4803794.0,18598.0,2021-01-01,0.0038715232168573424,4803794.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Fevereiro/2021,162056.0,101954.0,4863896.0,60102.0,2021-02-01,0.012356760917585408,4863896.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Março/2021,162360.0,106705.0,4919551.0,55655.0,2021-03-01,0.011313024298355684,4919551.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Abril/2021,128756.0,91926.0,4956381.0,36830.0,2021-04-01,0.007430825031409006,4956381.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Maio/2021,120118.0,92772.0,4983727.0,27346.0,2021-05-01,0.005487058179551167,4983727.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Junho/2021,120821.0,100620.0,5003928.0,20201.0,2021-06-01,0.004037028510402228,5003928.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Julho/2021,117064.0,110614.0,5010378.0,6450.0,2021-07-01,0.0012873280219576246,5010378.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Agosto/2021,152067.0,117183.0,5045262.0,34884.0,2021-08-01,0.006914209807141829,5045262.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Setembro/2021,132171.0,112899.0,5064534.0,19272.0,2021-09-01,0.0038052859354878454,5064534.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Outubro/2021,119350.0,105012.0,5078872.0,14338.0,2021-10-01,0.0028230677993066177,5078872.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Novembro/2021,108258.0,98275.0,5088855.0,9983.0,2021-11-01,0.0019617379548051575,5088855.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Dezembro/2021,88102.0,172485.0,5004472.0,-84383.0,2021-12-01,-0.0168615190573551,5004472.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Janeiro/2022,154184.0,124615.0,5034041.0,29569.0,2022-01-01,0.005873809927253274,5034041.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Fevereiro/2022,241724.0,140113.0,5135652.0,101611.0,2022-02-01,0.019785413809191122,5135652.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Março/2022,180703.0,142844.0,5173511.0,37859.0,2022-03-01,0.00731785435461527,5173511.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Abril/2022,158679.0,128264.0,5203926.0,30415.0,2022-04-01,0.005844625769082804,5203926.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Maio/2022,153227.0,128442.0,5228711.0,24785.0,2022-05-01,0.004740174012294808,5228711.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Junho/2022,142521.0,127937.0,5243295.0,14584.0,2022-06-01,0.0027814570799468653,5243295.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Julho/2022,143874.0,133569.0,5253600.0,10305.0,2022-07-01,0.0019615121059844676,5253600.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Agosto/2022,180969.0,142908.0,5291661.0,38061.0,2022-08-01,0.007192637623611943,5291661.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Setembro/2022,143801.0,122242.0,5313220.0,21559.0,2022-09-01,0.004057614779738088,5313220.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Outubro/2022,123677.0,110141.0,5326756.0,13536.0,2022-10-01,0.0025411338533246125,5326756.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Novembro/2022,108851.0,103642.0,5331965.0,5209.0,2022-11-01,0.0009769381456930044,5331965.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Dezembro/2022,83063.0,192914.0,5222114.0,-109851.0,2022-12-01,-0.02103573380435586,5222114.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Janeiro/2023,159067.0,139604.0,5241577.0,19463.0,2023-01-01,0.0037131954753311836,5241577.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Fevereiro/2023,227478.0,137097.0,5331958.0,90381.0,2023-02-01,0.01695080868979088,5331958.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Março/2023,194440.0,149527.0,5376871.0,44913.0,2023-03-01,0.00835299935594512,5376871.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Abril/2023,159529.0,121391.0,5415009.0,38138.0,2023-04-01,0.007043016918346766,5415009.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Maio/2023,157428.0,131312.0,5441125.0,26116.0,2023-05-01,0.004799742700268787,5441125.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Junho/2023,140639.0,134511.0,5447253.0,6128.0,2023-06-01,0.0011249706962390034,5447253.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Julho/2023,140238.0,135490.0,5452001.0,4748.0,2023-07-01,0.0008708729143666701,5452001.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Agosto/2023,179234.0,143122.0,5488113.0,36112.0,2023-08-01,0.006580039441607707,5488113.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Setembro/2023,142403.0,122020.0,5508496.0,20383.0,2023-09-01,0.0037002840702798005,5508496.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Outubro/2023,130697.0,118249.0,5520944.0,12448.0,2023-10-01,0.0022546868796350767,5520944.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Novembro/2023,115590.0,114429.0,5522105.0,1161.0,2023-11-01,0.00021024591165868812,5522105.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Dezembro/2023,94165.0,203021.0,5413249.0,-108856.0,2023-12-01,-0.020109180272328133,5413249.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Janeiro/2024,171370.0,143862.0,5440757.0,27508.0,2024-01-01,0.005055914094307098,5440757.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Fevereiro/2024,246156.0,152364.0,5534549.0,93792.0,2024-02-01,0.016946638289768508,5534549.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Março/2024,207566.0,150776.0,5591339.0,56790.0,2024-03-01,0.010156779977032335,5591339.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Abril/2024,190774.0,150647.0,5631466.0,40127.0,2024-04-01,0.007125498049708548,5631466.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Maio/2024,170462.0,146224.0,5655704.0,24238.0,2024-05-01,0.004285584959891819,5655704.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Junho/2024,160351.0,146822.0,5669233.0,13529.0,2024-06-01,0.00238638983439206,5669233.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Julho/2024,165130.0,154028.0,5680335.0,11102.0,2024-07-01,0.0019544621928108113,5680335.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Agosto/2024,188537.0,149539.0,5719333.0,38998.0,2024-08-01,0.006818627276991915,5719333.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Setembro/2024,165040.0,133994.0,5750379.0,31046.0,2024-09-01,0.005398948486699746,5750379.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Outubro/2024,150744.0,140046.0,5761077.0,10698.0,2024-10-01,0.0018569444567395992,5761077.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Novembro/2024,124241.0,126144.0,5759174.0,-1903.0,2024-11-01,-0.000330429328928072,5759174.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Dezembro/2024,96271.0,229574.0,5625871.0,-133303.0,2024-12-01,-0.02369464212741458,5625871.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Janeiro/2025,189851.0,167754.0,5647968.0,22097.0,2025-01-01,0.003912380523402399,5647968.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Fevereiro/2025,272247.0,173836.0,5746379.0,98411.0,2025-02-01,0.01712574127115528,5746379.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Março/2025,188905.0,156377.0,5778907.0,32528.0,2025-03-01,0.005628746058727022,5778907.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Abril/2025,181621.0,144060.0,5816468.0,37561.0,2025-04-01,0.0064576990709825964,5816468.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Maio/2025,171923.0,148327.0,5840064.0,23596.0,2025-05-01,0.0040403666809130856,5840064.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Junho/2025,160721.0,147900.0,5852885.0,12821.0,2025-06-01,0.0021905436378811473,5852885.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Julho/2025,166753.0,162757.0,5856881.0,3996.0,2025-07-01,0.000682274405097184,5856881.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Agosto/2025,196357.0,157322.0,5895916.0,39035.0,2025-08-01,0.006620684555207367,5895916.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Setembro/2025,179909.0,162924.0,5912901.0,16985.0,2025-09-01,0.002872532450653241,5912901.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Outubro/2025,161501.0,148759.0,5925643.0,12742.0,2025-10-01,0.0021503151641096164,5925643.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Novembro/2025,132077.0,127252.0,5930468.0,4825.0,2025-11-01,0.0008135951496576661,5930468.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Dezembro/2025,100347.0,223239.0,,-122892.0,2025-12-01,-0.02072214199621345,5930468.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Janeiro/2026,175726.0,167595.0,5815707.0,8131.0,2026-01-01,0.0013981103243337397,5815707.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Fevereiro/2026,254305.0,174517.0,5895495.0,79788.0,2026-02-01,0.013533723631349021,5895495.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Março/2026,224463.0,174281.0,5945677.0,50182.0,2026-03-01,0.008440081760243618,5945677.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Abril/2026,190700.0,161665.0,5974712.0,29035.0,2026-04-01,0.00485964846506409,5974712.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Maio/2026,177919.0,157072.0,5995559.0,20847.0,2026-05-01,0.003477073613986619,5995559.0
"Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais",Junho/2026,175863.0,161933.0,6009489.0,13930.0,2026-06-01,0.0023180007484829407,6009489.0
"Agricultura, pecuária, produção florestal, pesca e aquicultura",Janeiro/2020,69520.0,53425.0,1473456.0,16095.0,2020-01-01,0.010923298693683421,1473456.0
"Agricultura, pecuária, produção florestal, pesca e aquicultura",Fevereiro/2020,70254.0,65312.0,1478398.0,4942.0,2020-02-01,0.0033428075524993945,1478398.0
"Agricultura, pecuária, produção florestal, pesca e aquicultura",Março/2020,68635.0,73084.0,1473949.0,-4449.0,2020-03-01,-0.003018421939972143,1473949.0
"Agricultura, pecuária, produção florestal, pesca e aquicultura",Abril/2020,52759.0,58200.0,1468508.0,-5441.0,2020-04-01,-0.0037051211161260272,1468508.0
"Agricultura, pecuária, produção florestal, pesca e aquicultura",Maio/2020,69794.0,54014.0,1484288.0,15780.0,2020-05-01,0.010631359951707485,1484288.0
"Agricultura, pecuária, produção florestal, pesca e aquicultura",Junho/2020,84013.0,47184.0,1521117.0,36829.0,2020-06-01,0.024211812766539328,1521117.0
"Agricultura, pecuária, produção florestal, pesca e aquicultura",Julho/2020,73886.0,50921.0,1544082.0,22965.0,2020-07-01,0.014872914780432645,1544082.0
"Agricultura, pecuária, produção florestal, pesca e aquicultura",Agosto/2020,66190.0,55506.0,1554766.0,10684.0,2020-08-01,0.006871773630244037,1554766.0
"Agricultura, pecuária, produção florestal, pesca e aquicultura",Setembro/2020,68302.0,60382.0,1562686.0,7920.0,2020-09-01,0.0050681966818669905,1562686.0
"Agricultura, pecuária, produção florestal, pesca e aquicultura",Outubro/2020,65023.0,65320.0,1562389.0,-297.0,2020-10-01,-0.0001900935042425414,1562389.0
"Agricultura, pecuária, produção florestal, pesca e aquicultura",Novembro/2020,55550.0,71871.0,1546068.0,-16321.0,2020-11-01,-0.010556456766455292,1546068.0
"Agricultura, pecuária, produção florestal, pesca e aquicultura",Dezembro/2020,45905.0,69673.0,1522300.0,-23768.0,2020-12-01,-0.015613216842935032,1522300.0
"Agricultura, pecuária, produção florestal, pesca e aquicultura",Janeiro/2021,88199.0,55316.0,1555183.0,32883.0,2021-01-01,0.02114413544901147,1555183.0
"Agricultura, pecuária, produção florestal, pesca e aquicultura",Fevereiro/2021,87523.0,64648.0,1578058.0,22875.0,2021-02-01,0.014495664924863344,1578058.0
"Agricultura, pecuária, produção florestal, pesca e aquicultura",Março/2021,89350.0,85940.0,1581468.0,3410.0,2021-03-01,0.002156224469922882,1581468.0
"Agricultura, pecuária, produção florestal, pesca e aquicultura",Abril/2021,85399.0,74273.0,1592594.0,11126.0,2021-04-01,0.0069860868495046444,1592594.0
"Agricultura, pecuária, produção florestal, pesca e aquicultura",Maio/2021,105783.0,63503.0,1634874.0,42280.0,2021-05-01,0.02586132019959948,1634874.0
"Agricultura, pecuária, produção florestal, pesca e aquicultura",Junho/2021,104436.0,66055.0,1673255.0,38381.0,2021-06-01,0.022937926377031594,1673255.0
"Agricultura, pecuária, produção florestal, pesca e aquicultura",Julho/2021,93045.0,67525.0,1698775.0,25520.0,2021-07-01,0.015022589807361186,1698775.0
"Agricultura, pecuária, produção florestal, pesca e aquicultura",Agosto/2021,84941.0,75831.0,1707885.0,9110.0,2021-08-01,0.005334082798314875,1707885.0
"Agricultura, pecuária, produção florestal, pesca e aquicultura",Setembro/2021,90004.0,81118.0,1716771.0,8886.0,2021-09-01,0.0051759960996545255,1716771.0
"Agricultura, pecuária, produção florestal, pesca e aquicultura",Outubro/2021,83540.0,89384.0,1710927.0,-5844.0,2021-10-01,-0.0034156921949329224,1710927.0
"Agricultura, pecuária, produção florestal, pesca e aquicultura",Novembro/2021,73989.0,90786.0,1694130.0,-16797.0,2021-11-01,-0.009914823537745037,1694130.0
