uf,mes,Admissões,Desligamentos,Estoque,Saldos,date,taxa_liquida,estoque_ref
Acre,Janeiro/2020,2583.0,2396.0,73579.0,187.0,2020-01-01,0.00254148602182688,73579.0
Acre,Fevereiro/2020,2751.0,1883.0,74447.0,868.0,2020-02-01,0.01165930124786761,74447.0
Acre,Março/2020,2433.0,2365.0,74515.0,68.0,2020-03-01,0.0009125679393410722,74515.0
Acre,Abril/2020,1646.0,1927.0,74234.0,-281.0,2020-04-01,-0.0037853274779750517,74234.0
Acre,Maio/2020,1572.0,1460.0,74346.0,112.0,2020-05-01,0.0015064697495494042,74346.0
Acre,Junho/2020,1693.0,1506.0,74533.0,187.0,2020-06-01,0.0025089557645606646,74533.0
Acre,Julho/2020,2020.0,1600.0,74953.0,420.0,2020-07-01,0.005603511533894574,74953.0
Acre,Agosto/2020,2614.0,1718.0,75849.0,896.0,2020-08-01,0.01181294413901304,75849.0
Acre,Setembro/2020,2308.0,1735.0,76422.0,573.0,2020-09-01,0.007497840935856167,76422.0
Acre,Outubro/2020,2645.0,1848.0,77219.0,797.0,2020-10-01,0.01032129398205105,77219.0
Acre,Novembro/2020,2412.0,1618.0,78013.0,794.0,2020-11-01,0.010177790881007011,78013.0
Acre,Dezembro/2020,1785.0,1837.0,77961.0,-52.0,2020-12-01,-0.0006670001667500417,77961.0
Acre,Janeiro/2021,2485.0,1990.0,78456.0,495.0,2021-01-01,0.0063092688895686755,78456.0
Acre,Fevereiro/2021,3101.0,2032.0,79525.0,1069.0,2021-02-01,0.013442313737818297,79525.0
Acre,Março/2021,2551.0,2278.0,79798.0,273.0,2021-03-01,0.0034211383743953483,79798.0
Acre,Abril/2021,2720.0,2149.0,80369.0,571.0,2021-04-01,0.007104729435478854,80369.0
Acre,Maio/2021,3847.0,2233.0,81983.0,1614.0,2021-05-01,0.01968700828220485,81983.0
Acre,Junho/2021,3196.0,2169.0,83010.0,1027.0,2021-06-01,0.01237200337308758,83010.0
Acre,Julho/2021,3485.0,2613.0,83882.0,872.0,2021-07-01,0.010395555661524522,83882.0
Acre,Agosto/2021,3417.0,3030.0,84269.0,387.0,2021-08-01,0.0045924361271642,84269.0
Acre,Setembro/2021,4311.0,3194.0,85386.0,1117.0,2021-09-01,0.013081769845173681,85386.0
Acre,Outubro/2021,3834.0,2789.0,86431.0,1045.0,2021-10-01,0.012090569355902397,86431.0
Acre,Novembro/2021,3577.0,2612.0,87396.0,965.0,2021-11-01,0.011041695272094833,87396.0
Acre,Dezembro/2021,2633.0,2880.0,87149.0,-247.0,2021-12-01,-0.0028342264397755567,87149.0
Acre,Janeiro/2022,3356.0,3128.0,87377.0,228.0,2022-01-01,0.002609382331734896,87377.0
Acre,Fevereiro/2022,4025.0,3312.0,88090.0,713.0,2022-02-01,0.008093994778067885,88090.0
Acre,Março/2022,4161.0,3395.0,88856.0,766.0,2022-03-01,0.008620689655172414,88856.0
Acre,Abril/2022,3986.0,3186.0,89656.0,800.0,2022-04-01,0.00892299455697332,89656.0
Acre,Maio/2022,4830.0,3923.0,90563.0,907.0,2022-05-01,0.01001512759073794,90563.0
Acre,Junho/2022,4780.0,3596.0,91747.0,1184.0,2022-06-01,0.012905054116210884,91747.0
Acre,Julho/2022,4896.0,3870.0,92773.0,1026.0,2022-07-01,0.01105925215310489,92773.0
Acre,Agosto/2022,4477.0,3612.0,93638.0,865.0,2022-08-01,0.00923770264208975,93638.0
Acre,Setembro/2022,3799.0,3038.0,94399.0,761.0,2022-09-01,0.008061526075488087,94399.0
Acre,Outubro/2022,3850.0,3175.0,95074.0,675.0,2022-10-01,0.007099732839682773,95074.0
Acre,Novembro/2022,3540.0,3079.0,95535.0,461.0,2022-11-01,0.004825456638928142,95535.0
Acre,Dezembro/2022,2366.0,3167.0,94734.0,-801.0,2022-12-01,-0.008455253657609728,94734.0
Acre,Janeiro/2023,3641.0,4289.0,94086.0,-648.0,2023-01-01,-0.006887315859957911,94086.0
Acre,Fevereiro/2023,4176.0,3364.0,94898.0,812.0,2023-02-01,0.008556555459546039,94898.0
Acre,Março/2023,4738.0,4172.0,95464.0,566.0,2023-03-01,0.005928936562473812,95464.0
Acre,Abril/2023,3659.0,3503.0,95620.0,156.0,2023-04-01,0.0016314578540054382,95620.0
Acre,Maio/2023,4508.0,3946.0,96182.0,562.0,2023-05-01,0.005843089143498783,96182.0
Acre,Junho/2023,4401.0,3383.0,97200.0,1018.0,2023-06-01,0.010473251028806585,97200.0
Acre,Julho/2023,4213.0,3472.0,97941.0,741.0,2023-07-01,0.007565779397800717,97941.0
Acre,Agosto/2023,4406.0,3958.0,98389.0,448.0,2023-08-01,0.004553354541666243,98389.0
Acre,Setembro/2023,3804.0,3444.0,98749.0,360.0,2023-09-01,0.0036456065377877245,98749.0
Acre,Outubro/2023,3915.0,3788.0,98876.0,127.0,2023-10-01,0.0012844370726971155,98876.0
Acre,Novembro/2023,3790.0,3547.0,99119.0,243.0,2023-11-01,0.0024515985835208186,99119.0
Acre,Dezembro/2023,3461.0,3825.0,98755.0,-364.0,2023-12-01,-0.0036858893220596428,98755.0
Acre,Janeiro/2024,3939.0,3972.0,98722.0,-33.0,2024-01-01,-0.0003342719961102895,98722.0
Acre,Fevereiro/2024,4798.0,3945.0,99575.0,853.0,2024-02-01,0.008566407230730605,99575.0
Acre,Março/2024,5003.0,3820.0,100758.0,1183.0,2024-03-01,0.011741003195776019,100758.0
Acre,Abril/2024,5094.0,3827.0,102025.0,1267.0,2024-04-01,0.01241852487135506,102025.0
Acre,Maio/2024,4710.0,3786.0,102949.0,924.0,2024-05-01,0.008975317875841436,102949.0
Acre,Junho/2024,4413.0,3499.0,103863.0,914.0,2024-06-01,0.00880005391717936,103863.0
Acre,Julho/2024,4750.0,4206.0,104407.0,544.0,2024-07-01,0.005210378614460717,104407.0
Acre,Agosto/2024,4492.0,4140.0,104759.0,352.0,2024-08-01,0.003360093166219609,104759.0
Acre,Setembro/2024,4642.0,3687.0,105714.0,955.0,2024-09-01,0.00903380819948162,105714.0
Acre,Outubro/2024,4656.0,4509.0,105861.0,147.0,2024-10-01,0.0013886133703630231,105861.0
Acre,Novembro/2024,3905.0,4277.0,105489.0,-372.0,2024-11-01,-0.003526434035776242,105489.0
Acre,Dezembro/2024,3016.0,3751.0,104754.0,-735.0,2024-12-01,-0.007016438513087806,104754.0
Acre,Janeiro/2025,3905.0,4550.0,104109.0,-645.0,2025-01-01,-0.0061954297899317065,104109.0
Acre,Fevereiro/2025,5205.0,4776.0,104538.0,429.0,2025-02-01,0.004103770877575619,104538.0
Acre,Março/2025,4810.0,4456.0,104892.0,354.0,2025-03-01,0.0033748998970369523,104892.0
Acre,Abril/2025,4660.0,3900.0,105652.0,760.0,2025-04-01,0.007193427478892969,105652.0
Acre,Maio/2025,5783.0,4398.0,107037.0,1385.0,2025-05-01,0.012939450844100638,107037.0
Acre,Junho/2025,4821.0,4216.0,107642.0,605.0,2025-06-01,0.005620482711209379,107642.0
Acre,Julho/2025,4486.0,4374.0,107754.0,112.0,2025-07-01,0.0010394045696679474,107754.0
Acre,Agosto/2025,4963.0,4124.0,108593.0,839.0,2025-08-01,0.007726096525558738,108593.0
Acre,Setembro/2025,4568.0,3723.0,109438.0,845.0,2025-09-01,0.00772126683601674,109438.0
Acre,Outubro/2025,4200.0,4372.0,109266.0,-172.0,2025-10-01,-0.0015741401716911024,109266.0
Acre,Novembro/2025,4555.0,4629.0,109192.0,-74.0,2025-11-01,-0.0006777053263975382,109192.0
Acre,Dezembro/2025,3294.0,3755.0,,-461.0,2025-12-01,-0.0042219210198549345,109192.0
Acre,Janeiro/2026,3810.0,4702.0,107839.0,-892.0,2026-01-01,-0.008271590055545766,107839.0
Acre,Fevereiro/2026,5170.0,4894.0,108115.0,276.0,2026-02-01,0.0025528372566248902,108115.0
Acre,Março/2026,5725.0,4659.0,109181.0,1066.0,2026-03-01,0.009763603557395518,109181.0
Acre,Abril/2026,5212.0,4210.0,110183.0,1002.0,2026-04-01,0.00909396186344536,110183.0
Acre,Maio/2026,4780.0,3932.0,111031.0,848.0,2026-05-01,0.0076375066422890905,111031.0
Acre,Junho/2026,5298.0,4318.0,112011.0,980.0,2026-06-01,0.008749140709394613,112011.0
Alagoas,Janeiro/2020,8053.0,12299.0,345986.0,-4246.0,2020-01-01,-0.012272172862485765,345986.0
Alagoas,Fevereiro/2020,8418.0,16771.0,337633.0,-8353.0,2020-02-01,-0.024739880284213926,337633.0
Alagoas,Março/2020,7396.0,13041.0,331988.0,-5645.0,2020-03-01,-0.017003626637107364,331988.0
Alagoas,Abril/2020,2807.0,10529.0,324266.0,-7722.0,2020-04-01,-0.023813782511888388,324266.0
Alagoas,Maio/2020,5079.0,7573.0,321772.0,-2494.0,2020-05-01,-0.007750829780092737,321772.0
Alagoas,Junho/2020,5700.0,4879.0,322593.0,821.0,2020-06-01,0.002545002526403239,322593.0
Alagoas,Julho/2020,7377.0,5718.0,324252.0,1659.0,2020-07-01,0.005116390955183006,324252.0
Alagoas,Agosto/2020,9806.0,5956.0,328102.0,3850.0,2020-08-01,0.01173415584178091,328102.0
Alagoas,Setembro/2020,22879.0,6228.0,344753.0,16651.0,2020-09-01,0.048298346932441484,344753.0
Alagoas,Outubro/2020,10958.0,6242.0,349469.0,4716.0,2020-10-01,0.01349475919180242,349469.0
Alagoas,Novembro/2020,9578.0,5847.0,353200.0,3731.0,2020-11-01,0.010563420158550397,353200.0
Alagoas,Dezembro/2020,8317.0,6785.0,354732.0,1532.0,2020-12-01,0.004318753312359753,354732.0
Alagoas,Janeiro/2021,9443.0,9613.0,354562.0,-170.0,2021-01-01,-0.0004794648044629712,354562.0
Alagoas,Fevereiro/2021,9104.0,9629.0,354037.0,-525.0,2021-02-01,-0.0014828958555179262,354037.0
Alagoas,Março/2021,9993.0,18386.0,345644.0,-8393.0,2021-03-01,-0.024282209440927658,345644.0
Alagoas,Abril/2021,8656.0,11909.0,342391.0,-3253.0,2021-04-01,-0.009500833842011034,342391.0
Alagoas,Maio/2021,10307.0,7074.0,345624.0,3233.0,2021-05-01,0.009354095780385622,345624.0
Alagoas,Junho/2021,11828.0,6841.0,350611.0,4987.0,2021-06-01,0.014223740840989017,350611.0
Alagoas,Julho/2021,12073.0,7979.0,354705.0,4094.0,2021-07-01,0.01154198559366234,354705.0
Alagoas,Agosto/2021,14350.0,8863.0,360192.0,5487.0,2021-08-01,0.0152335421108742,360192.0
Alagoas,Setembro/2021,25628.0,8650.0,377170.0,16978.0,2021-09-01,0.04501418458520031,377170.0
Alagoas,Outubro/2021,12520.0,8964.0,380726.0,3556.0,2021-10-01,0.009340050324905575,380726.0
Alagoas,Novembro/2021,12200.0,8473.0,384453.0,3727.0,2021-11-01,0.009694292930475247,384453.0
Alagoas,Dezembro/2021,10231.0,9609.0,385075.0,622.0,2021-12-01,0.0016152697526455886,385075.0
Alagoas,Janeiro/2022,11448.0,11731.0,384792.0,-283.0,2022-01-01,-0.000735462275722988,384792.0
Alagoas,Fevereiro/2022,12526.0,13059.0,384259.0,-533.0,2022-02-01,-0.0013870852732141602,384259.0
Alagoas,Março/2022,11801.0,21880.0,374180.0,-10079.0,2022-03-01,-0.0269362338981239,374180.0
Alagoas,Abril/2022,13071.0,13305.0,373946.0,-234.0,2022-04-01,-0.0006257587993988437,373946.0
Alagoas,Maio/2022,15011.0,11583.0,377374.0,3428.0,2022-05-01,0.009083826654724491,377374.0
Alagoas,Junho/2022,13429.0,9925.0,380878.0,3504.0,2022-06-01,0.009199796260219807,380878.0
Alagoas,Julho/2022,12602.0,10684.0,382796.0,1918.0,2022-07-01,0.005010501677133512,382796.0
Alagoas,Agosto/2022,16114.0,11756.0,387154.0,4358.0,2022-08-01,0.011256502580368536,387154.0
Alagoas,Setembro/2022,26693.0,11054.0,402793.0,15639.0,2022-09-01,0.03882639469901413,402793.0
Alagoas,Outubro/2022,15410.0,11046.0,407157.0,4364.0,2022-10-01,0.01071822417396729,407157.0
Alagoas,Novembro/2022,13452.0,10788.0,409821.0,2664.0,2022-11-01,0.006500398954665573,409821.0
Alagoas,Dezembro/2022,9906.0,13816.0,405911.0,-3910.0,2022-12-01,-0.009632653463443957,405911.0
Alagoas,Janeiro/2023,13282.0,13415.0,405778.0,-133.0,2023-01-01,-0.0003277654283869505,405778.0
Alagoas,Fevereiro/2023,11656.0,11487.0,405947.0,169.0,2023-02-01,0.0004163105035879068,405947.0
Alagoas,Março/2023,14951.0,14824.0,406074.0,127.0,2023-03-01,0.00031275087791880296,406074.0
Alagoas,Abril/2023,12148.0,16211.0,402011.0,-4063.0,2023-04-01,-0.010106688622948128,402011.0
Alagoas,Maio/2023,13246.0,21434.0,393823.0,-8188.0,2023-05-01,-0.020791066037280707,393823.0
Alagoas,Junho/2023,13549.0,12084.0,395288.0,1465.0,2023-06-01,0.0037061585476918096,395288.0
Alagoas,Julho/2023,13605.0,11436.0,397457.0,2169.0,2023-07-01,0.00545719411156427,397457.0
Alagoas,Agosto/2023,16761.0,13378.0,400840.0,3383.0,2023-08-01,0.008439776469414231,400840.0
Alagoas,Setembro/2023,27443.0,11283.0,417000.0,16160.0,2023-09-01,0.038752997601918464,417000.0
Alagoas,Outubro/2023,15583.0,11420.0,421163.0,4163.0,2023-10-01,0.009884534016520919,421163.0
Alagoas,Novembro/2023,14582.0,11748.0,423997.0,2834.0,2023-11-01,0.006684009556671392,423997.0
Alagoas,Dezembro/2023,11015.0,10914.0,424098.0,101.0,2023-12-01,0.00023815250248763258,424098.0
Alagoas,Janeiro/2024,14097.0,13324.0,424871.0,773.0,2024-01-01,0.0018193757634670288,424871.0
Alagoas,Fevereiro/2024,13135.0,16021.0,421985.0,-2886.0,2024-02-01,-0.006839105655414292,421985.0
Alagoas,Março/2024,14865.0,24454.0,412396.0,-9589.0,2024-03-01,-0.023251922909048584,412396.0
Alagoas,Abril/2024,15678.0,17285.0,410789.0,-1607.0,2024-04-01,-0.003911984011256387,410789.0
Alagoas,Maio/2024,15370.0,13146.0,413013.0,2224.0,2024-05-01,0.005384818395546872,413013.0
Alagoas,Junho/2024,14601.0,11915.0,415699.0,2686.0,2024-06-01,0.006461405969222923,415699.0
Alagoas,Julho/2024,16625.0,13679.0,418645.0,2946.0,2024-07-01,0.007036988379175674,418645.0
Alagoas,Agosto/2024,20445.0,15274.0,423816.0,5171.0,2024-08-01,0.0122010495120524,423816.0
Alagoas,Setembro/2024,28968.0,13548.0,439236.0,15420.0,2024-09-01,0.03510641204272874,439236.0
Alagoas,Outubro/2024,17844.0,14399.0,442681.0,3445.0,2024-10-01,0.007782127536533079,442681.0
Alagoas,Novembro/2024,15216.0,13443.0,444454.0,1773.0,2024-11-01,0.003989164232968991,444454.0
Alagoas,Dezembro/2024,11369.0,14938.0,440885.0,-3569.0,2024-12-01,-0.008095081483833652,440885.0
Alagoas,Janeiro/2025,15760.0,16700.0,439945.0,-940.0,2025-01-01,-0.0021366307152030366,439945.0
Alagoas,Fevereiro/2025,16349.0,21820.0,434474.0,-5471.0,2025-02-01,-0.012592237970511469,434474.0
Alagoas,Março/2025,14042.0,22534.0,425982.0,-8492.0,2025-03-01,-0.019935114629256637,425982.0
Alagoas,Abril/2025,16246.0,15832.0,426396.0,414.0,2025-04-01,0.0009709284327245096,426396.0
Alagoas,Maio/2025,15820.0,15496.0,426720.0,324.0,2025-05-01,0.0007592800899887515,426720.0
Alagoas,Junho/2025,14882.0,12637.0,428965.0,2245.0,2025-06-01,0.005233527210844708,428965.0
Alagoas,Julho/2025,17395.0,14283.0,432077.0,3112.0,2025-07-01,0.0072024199390386436,432077.0
Alagoas,Agosto/2025,18488.0,15685.0,434880.0,2803.0,2025-08-01,0.006445456217807211,434880.0
Alagoas,Setembro/2025,27742.0,13859.0,448763.0,13883.0,2025-09-01,0.030936151153281355,448763.0
Alagoas,Outubro/2025,19504.0,14847.0,453420.0,4657.0,2025-10-01,0.010270830576507432,453420.0
Alagoas,Novembro/2025,16004.0,12958.0,456466.0,3046.0,2025-11-01,0.006673005218351421,456466.0
Alagoas,Dezembro/2025,11401.0,14350.0,,-2949.0,2025-12-01,-0.006460503082376344,456466.0
Alagoas,Janeiro/2026,14376.0,17298.0,450595.0,-2922.0,2026-01-01,-0.0064847590408238,450595.0
Alagoas,Fevereiro/2026,15531.0,18554.0,447572.0,-3023.0,2026-02-01,-0.006754220549989722,447572.0
Alagoas,Março/2026,17949.0,23192.0,442329.0,-5243.0,2026-03-01,-0.011853168116944627,442329.0
Alagoas,Abril/2026,16496.0,18001.0,440824.0,-1505.0,2026-04-01,-0.0034140609404206667,440824.0
Alagoas,Maio/2026,15254.0,15329.0,440749.0,-75.0,2026-05-01,-0.00017016487842286653,440749.0
Alagoas,Junho/2026,16539.0,13766.0,443522.0,2773.0,2026-06-01,0.0062522264960926405,443522.0
Amapá,Janeiro/2020,1781.0,1860.0,76473.0,-79.0,2020-01-01,-0.0010330443424476613,76473.0
Amapá,Fevereiro/2020,1932.0,1633.0,76772.0,299.0,2020-02-01,0.0038946490908143595,76772.0
Amapá,Março/2020,1430.0,1670.0,76532.0,-240.0,2020-03-01,-0.0031359431348978203,76532.0
Amapá,Abril/2020,551.0,1415.0,75668.0,-864.0,2020-04-01,-0.011418300999101337,75668.0
Amapá,Maio/2020,829.0,1092.0,75405.0,-263.0,2020-05-01,-0.00348783237185863,75405.0
Amapá,Junho/2020,1045.0,1056.0,75394.0,-11.0,2020-06-01,-0.00014590020426028595,75394.0
Amapá,Julho/2020,1590.0,1664.0,75320.0,-74.0,2020-07-01,-0.0009824747742963357,75320.0
Amapá,Agosto/2020,1821.0,1398.0,75743.0,423.0,2020-08-01,0.00558467449137214,75743.0
Amapá,Setembro/2020,1797.0,1324.0,76216.0,473.0,2020-09-01,0.00620604597459851,76216.0
Amapá,Outubro/2020,2096.0,1290.0,77022.0,806.0,2020-10-01,0.01046454259821869,77022.0
Amapá,Novembro/2020,1334.0,1089.0,77267.0,245.0,2020-11-01,0.003170823249252592,77267.0
Amapá,Dezembro/2020,1871.0,1591.0,77547.0,280.0,2020-12-01,0.0036107135027789597,77547.0
Amapá,Janeiro/2021,1803.0,1771.0,77579.0,32.0,2021-01-01,0.0004124827595096611,77579.0
Amapá,Fevereiro/2021,2005.0,1709.0,77875.0,296.0,2021-02-01,0.0038009630818619583,77875.0
Amapá,Março/2021,1992.0,1737.0,78130.0,255.0,2021-03-01,0.0032637911173684885,78130.0
Amapá,Abril/2021,1422.0,1486.0,78066.0,-64.0,2021-04-01,-0.0008198191274050163,78066.0
Amapá,Maio/2021,2125.0,1652.0,78539.0,473.0,2021-05-01,0.0060224856440749186,78539.0
Amapá,Junho/2021,2111.0,1730.0,78920.0,381.0,2021-06-01,0.004827673593512417,78920.0
Amapá,Julho/2021,2579.0,1736.0,79763.0,843.0,2021-07-01,0.010568810099921016,79763.0
Amapá,Agosto/2021,2695.0,1825.0,80633.0,870.0,2021-08-01,0.010789627075763026,80633.0
Amapá,Setembro/2021,2608.0,2318.0,80923.0,290.0,2021-09-01,0.0035836535966288943,80923.0
Amapá,Outubro/2021,2514.0,2613.0,80824.0,-99.0,2021-10-01,-0.0012248836979115115,80824.0
Amapá,Novembro/2021,3013.0,2041.0,81796.0,972.0,2021-11-01,0.011883221673431464,81796.0
Amapá,Dezembro/2021,2209.0,2534.0,81471.0,-325.0,2021-12-01,-0.003989149513323759,81471.0
Amapá,Janeiro/2022,2868.0,2404.0,81935.0,464.0,2022-01-01,0.005663025569048636,81935.0
Amapá,Fevereiro/2022,2764.0,2609.0,82090.0,155.0,2022-02-01,0.0018881715190644415,82090.0
Amapá,Março/2022,3844.0,2619.0,83315.0,1225.0,2022-03-01,0.01470323471163656,83315.0
Amapá,Abril/2022,3110.0,2355.0,84070.0,755.0,2022-04-01,0.008980611395265849,84070.0
Amapá,Maio/2022,3308.0,2978.0,84400.0,330.0,2022-05-01,0.003909952606635071,84400.0
Amapá,Junho/2022,3807.0,2941.0,85266.0,866.0,2022-06-01,0.010156451575070955,85266.0
Amapá,Julho/2022,3546.0,2783.0,86029.0,763.0,2022-07-01,0.008869102279463902,86029.0
Amapá,Agosto/2022,3926.0,2922.0,87033.0,1004.0,2022-08-01,0.011535854216216838,87033.0
Amapá,Setembro/2022,3578.0,2840.0,87771.0,738.0,2022-09-01,0.008408244180879789,87771.0
Amapá,Outubro/2022,3248.0,3747.0,87272.0,-499.0,2022-10-01,-0.005717755981299844,87272.0
Amapá,Novembro/2022,3134.0,3265.0,87141.0,-131.0,2022-11-01,-0.0015033107262941668,87141.0
Amapá,Dezembro/2022,2437.0,3416.0,86162.0,-979.0,2022-12-01,-0.01136231749495137,86162.0
Amapá,Janeiro/2023,3305.0,3239.0,86228.0,66.0,2023-01-01,0.0007654126269889131,86228.0
Amapá,Fevereiro/2023,2984.0,2835.0,86377.0,149.0,2023-02-01,0.0017249962374243143,86377.0
Amapá,Março/2023,3207.0,3248.0,86336.0,-41.0,2023-03-01,-0.0004748888065233506,86336.0
Amapá,Abril/2023,2820.0,2426.0,86730.0,394.0,2023-04-01,0.004542834082785657,86730.0
Amapá,Maio/2023,3056.0,2998.0,86788.0,58.0,2023-05-01,0.000668295156012352,86788.0
Amapá,Junho/2023,3270.0,2769.0,87289.0,501.0,2023-06-01,0.005739554812175646,87289.0
Amapá,Julho/2023,3809.0,2818.0,88280.0,991.0,2023-07-01,0.011225645672859086,88280.0
Amapá,Agosto/2023,4016.0,3027.0,89269.0,989.0,2023-08-01,0.011078873965206286,89269.0
Amapá,Setembro/2023,3852.0,2825.0,90296.0,1027.0,2023-09-01,0.011373704261539825,90296.0
Amapá,Outubro/2023,3713.0,3260.0,90749.0,453.0,2023-10-01,0.004991790543146481,90749.0
Amapá,Novembro/2023,3362.0,2948.0,91163.0,414.0,2023-11-01,0.004541316104121189,91163.0
Amapá,Dezembro/2023,2795.0,3582.0,90376.0,-787.0,2023-12-01,-0.008708064087810923,90376.0
Amapá,Janeiro/2024,4222.0,3019.0,91579.0,1203.0,2024-01-01,0.01313619934701187,91579.0
Amapá,Fevereiro/2024,3811.0,3659.0,91731.0,152.0,2024-02-01,0.001657018892195659,91731.0
Amapá,Março/2024,3516.0,3239.0,92008.0,277.0,2024-03-01,0.00301060777323711,92008.0
Amapá,Abril/2024,3778.0,2876.0,92910.0,902.0,2024-04-01,0.009708319879453234,92910.0
Amapá,Maio/2024,3595.0,3279.0,93226.0,316.0,2024-05-01,0.0033896123399051767,93226.0
Amapá,Junho/2024,5081.0,3107.0,95200.0,1974.0,2024-06-01,0.02073529411764706,95200.0
Amapá,Julho/2024,4153.0,3681.0,95672.0,472.0,2024-07-01,0.004933522869805168,95672.0
Amapá,Agosto/2024,4622.0,3272.0,97022.0,1350.0,2024-08-01,0.013914369936715383,97022.0
Amapá,Setembro/2024,4206.0,3250.0,97978.0,956.0,2024-09-01,0.009757292453407907,97978.0
Amapá,Outubro/2024,4086.0,3689.0,98375.0,397.0,2024-10-01,0.004035578144853875,98375.0
Amapá,Novembro/2024,3307.0,3083.0,98599.0,224.0,2024-11-01,0.00227182831468879,98599.0
Amapá,Dezembro/2024,2688.0,3775.0,97512.0,-1087.0,2024-12-01,-0.011147345967675774,97512.0
Amapá,Janeiro/2025,4299.0,3733.0,98078.0,566.0,2025-01-01,0.005770917025224821,98078.0
Amapá,Fevereiro/2025,4537.0,3850.0,98765.0,687.0,2025-02-01,0.006955905432086265,98765.0
Amapá,Março/2025,4046.0,3657.0,99154.0,389.0,2025-03-01,0.003923190188998931,99154.0
Amapá,Abril/2025,3881.0,3106.0,99929.0,775.0,2025-04-01,0.007755506409550781,99929.0
Amapá,Maio/2025,4125.0,3946.0,100108.0,179.0,2025-05-01,0.0017880688856035483,100108.0
Amapá,Junho/2025,4589.0,3316.0,101381.0,1273.0,2025-06-01,0.012556593444531026,101381.0
Amapá,Julho/2025,4465.0,3673.0,102173.0,792.0,2025-07-01,0.007751558630949468,102173.0
Amapá,Agosto/2025,4539.0,3749.0,102963.0,790.0,2025-08-01,0.007672659110554277,102963.0
Amapá,Setembro/2025,4444.0,3709.0,103698.0,735.0,2025-09-01,0.007087889833940867,103698.0
Amapá,Outubro/2025,4579.0,3835.0,104442.0,744.0,2025-10-01,0.0071235709771930835,104442.0
Amapá,Novembro/2025,3910.0,3534.0,104818.0,376.0,2025-11-01,0.003587170142532771,104818.0
Amapá,Dezembro/2025,3199.0,4336.0,,-1137.0,2025-12-01,-0.01084737354271213,104818.0
Amapá,Janeiro/2026,4502.0,4043.0,104140.0,459.0,2026-01-01,0.004407528327251777,104140.0
Amapá,Fevereiro/2026,4044.0,3806.0,104378.0,238.0,2026-02-01,0.0022801739830232426,104378.0
Amapá,Março/2026,5067.0,4249.0,105196.0,818.0,2026-03-01,0.007775961063158295,105196.0
Amapá,Abril/2026,4621.0,3723.0,106094.0,898.0,2026-04-01,0.008464192131506024,106094.0
Amapá,Maio/2026,4870.0,4303.0,106661.0,567.0,2026-05-01,0.005315907407581028,106661.0
Amapá,Junho/2026,5312.0,4201.0,107772.0,1111.0,2026-06-01,0.010308800059384627,107772.0
Amazonas,Janeiro/2020,13223.0,12322.0,405325.0,901.0,2020-01-01,0.002222907543329427,405325.0
Amazonas,Fevereiro/2020,12652.0,10765.0,407212.0,1887.0,2020-02-01,0.004633949883598715,407212.0
Amazonas,Março/2020,11294.0,13868.0,404638.0,-2574.0,2020-03-01,-0.006361241405898606,404638.0
Amazonas,Abril/2020,5850.0,14939.0,395549.0,-9089.0,2020-04-01,-0.022978189807078265,395549.0
Amazonas,Maio/2020,5663.0,10584.0,390628.0,-4921.0,2020-05-01,-0.012597663249946241,390628.0
Amazonas,Junho/2020,7947.0,8349.0,390226.0,-402.0,2020-06-01,-0.0010301722591523886,390226.0
Amazonas,Julho/2020,12863.0,9460.0,393629.0,3403.0,2020-07-01,0.008645196365105213,393629.0
Amazonas,Agosto/2020,15973.0,8787.0,400815.0,7186.0,2020-08-01,0.017928470740865485,400815.0
Amazonas,Setembro/2020,15919.0,10066.0,406668.0,5853.0,2020-09-01,0.014392575762046682,406668.0
Amazonas,Outubro/2020,16336.0,10594.0,412410.0,5742.0,2020-10-01,0.013923037753691714,412410.0
Amazonas,Novembro/2020,15686.0,10240.0,417856.0,5446.0,2020-11-01,0.013033198039516006,417856.0
Amazonas,Dezembro/2020,11565.0,13081.0,416340.0,-1516.0,2020-12-01,-0.003641254743719076,416340.0
Amazonas,Janeiro/2021,13712.0,11819.0,418233.0,1893.0,2021-01-01,0.004526185164728752,418233.0
Amazonas,Fevereiro/2021,10526.0,11262.0,417497.0,-736.0,2021-02-01,-0.0017628869189479205,417497.0
Amazonas,Março/2021,14895.0,13128.0,419264.0,1767.0,2021-03-01,0.004214528316287589,419264.0
Amazonas,Abril/2021,14523.0,12481.0,421306.0,2042.0,2021-04-01,0.004846833417990724,421306.0
Amazonas,Maio/2021,15673.0,11798.0,425181.0,3875.0,2021-05-01,0.009113765666857173,425181.0
Amazonas,Junho/2021,17683.0,12238.0,430626.0,5445.0,2021-06-01,0.01264438282871912,430626.0
Amazonas,Julho/2021,20979.0,13482.0,438123.0,7497.0,2021-07-01,0.017111633034558787,438123.0
Amazonas,Agosto/2021,20045.0,14145.0,444023.0,5900.0,2021-08-01,0.013287599966668394,444023.0
Amazonas,Setembro/2021,18401.0,14101.0,448323.0,4300.0,2021-09-01,0.009591299130314528,448323.0
Amazonas,Outubro/2021,17305.0,15206.0,450422.0,2099.0,2021-10-01,0.0046600743302947015,450422.0
Amazonas,Novembro/2021,17848.0,13061.0,455209.0,4787.0,2021-11-01,0.010516048672148398,455209.0
Amazonas,Dezembro/2021,13456.0,16611.0,452054.0,-3155.0,2021-12-01,-0.006979254690811274,452054.0
