uf,date_base,target_date,target_taxa,taxa_atual,taxa_media_3m,taxa_media_6m,taxa_tendencia_6m,taxa_volatilidade_6m,saldo_atual,estoque_atual,admissoes_atual,desligamentos_atual,saldo_medio_6m,taxa_lag_6m,taxa_lag_5m,taxa_lag_4m,taxa_lag_3m,taxa_lag_2m,taxa_lag_1m
Acre,2021-05-01,2021-06-01,0.01237200337308758,0.01968700828220485,0.010070958697359684,0.008216243092119331,0.0026895785291166287,0.006654163129302249,1614.0,81983.0,3847.0,2233.0,661.6666666666666,-0.0006670001667500417,0.0063092688895686755,0.013442313737818297,0.0034211383743953483,0.007104729435478854,0.01968700828220485
Acre,2021-06-01,2021-07-01,0.010395555661524522,0.01237200337308758,0.013054580363590427,0.010389410348758935,0.0015066099174810765,0.005411249376266001,1027.0,83010.0,3196.0,2169.0,841.5,0.0063092688895686755,0.013442313737818297,0.0034211383743953483,0.007104729435478854,0.01968700828220485,0.01237200337308758
Acre,2021-07-01,2021-08-01,0.0045924361271642,0.010395555661524522,0.014151522438938984,0.011070458144084909,0.0006914595274666798,0.005103254610435559,872.0,83882.0,3485.0,2613.0,904.3333333333334,0.013442313737818297,0.0034211383743953483,0.007104729435478854,0.01968700828220485,0.01237200337308758,0.010395555661524522
Acre,2021-08-01,2021-09-01,0.013081769845173681,0.0045924361271642,0.009119998387258767,0.009595478542309226,0.00024039892951040003,0.0054702974790202166,387.0,84269.0,3417.0,3030.0,790.6666666666666,0.0034211383743953483,0.007104729435478854,0.01968700828220485,0.01237200337308758,0.010395555661524522,0.0045924361271642
Acre,2021-09-01,2021-10-01,0.012090569355902397,0.013081769845173681,0.009356587211287468,0.011205583787438947,-0.0004964274893774533,0.004796214552310982,1117.0,85386.0,4311.0,3194.0,931.3333333333334,0.007104729435478854,0.01968700828220485,0.01237200337308758,0.010395555661524522,0.0045924361271642,0.013081769845173681
Acre,2021-10-01,2021-11-01,0.011041695272094833,0.012090569355902397,0.009921591776080093,0.01203655710750954,-0.001190171849988979,0.004431800561080892,1045.0,86431.0,3834.0,2789.0,1010.3333333333334,0.01968700828220485,0.01237200337308758,0.010395555661524522,0.0045924361271642,0.013081769845173681,0.012090569355902397
Acre,2021-11-01,2021-12-01,-0.0028342264397755567,0.011041695272094833,0.012071344824390304,0.010595671605824537,0.0001977952656051244,0.0028239622872999175,965.0,87396.0,3577.0,2612.0,902.1666666666666,0.01237200337308758,0.010395555661524522,0.0045924361271642,0.013081769845173681,0.012090569355902397,0.011041695272094833
Acre,2021-12-01,2022-01-01,0.002609382331734896,-0.0028342264397755567,0.006766012729407224,0.008061299970347345,-0.0013654952445994223,0.005575499192121881,-247.0,87149.0,2633.0,2880.0,689.8333333333334,0.010395555661524522,0.0045924361271642,0.013081769845173681,0.012090569355902397,0.011041695272094833,-0.0028342264397755567
Acre,2022-01-01,2022-02-01,0.008093994778067885,0.002609382331734896,0.003605617054684724,0.0067636044153824085,-0.0016774894833086226,0.005783420574283533,228.0,87377.0,3356.0,3128.0,582.5,0.0045924361271642,0.013081769845173681,0.012090569355902397,0.011041695272094833,-0.0028342264397755567,0.002609382331734896
Acre,2022-02-01,2022-03-01,0.008620689655172414,0.008093994778067885,0.0026230502233424075,0.007347197523866355,-0.0019216673748543383,0.005711103257661323,713.0,88090.0,4025.0,3312.0,636.8333333333334,0.013081769845173681,0.012090569355902397,0.011041695272094833,-0.0028342264397755567,0.002609382331734896,0.008093994778067885
Acre,2022-03-01,2022-04-01,0.00892299455697332,0.008620689655172414,0.006441355588325065,0.0066036841588661445,-0.0005928254632634375,0.005182016857598488,766.0,88856.0,4161.0,3395.0,578.3333333333334,0.012090569355902397,0.011041695272094833,-0.0028342264397755567,0.002609382331734896,0.008093994778067885,0.008620689655172414
Acre,2022-04-01,2022-05-01,0.01001512759073794,0.00892299455697332,0.008545892996737872,0.006075755025711299,0.0008358816330162666,0.00473850941425888,800.0,89656.0,3986.0,3186.0,537.5,0.011041695272094833,-0.0028342264397755567,0.002609382331734896,0.008093994778067885,0.008620689655172414,0.00892299455697332
