uf,date_base,target_date,target_taxa,taxa_atual,taxa_media_3m,taxa_media_6m,taxa_tendencia_6m,taxa_volatilidade_6m,saldo_atual,estoque_atual,admissoes_atual,desligamentos_atual,saldo_medio_6m,taxa_lag_6m,taxa_lag_5m,taxa_lag_4m,taxa_lag_3m,taxa_lag_2m,taxa_lag_1m
Amazonas,2021-10-01,2021-11-01,0.010516048672148398,0.0046600743302947015,0.009179657809092542,0.011068125826235451,-0.0010071925955976151,0.0038944040124252594,2099.0,450422.0,17305.0,15206.0,4852.666666666667,0.009113765666857173,0.01264438282871912,0.017111633034558787,0.013287599966668394,0.009591299130314528,0.0046600743302947015
Amazonas,2021-11-01,2021-12-01,-0.006979254690811274,0.010516048672148398,0.008255807377585876,0.011301839660450654,-0.001476932792342849,0.0038112952366538533,4787.0,455209.0,17848.0,13061.0,5004.666666666667,0.01264438282871912,0.017111633034558787,0.013287599966668394,0.009591299130314528,0.0046600743302947015,0.010516048672148398
Amazonas,2021-12-01,2022-01-01,0.0013806693042973056,-0.006979254690811274,0.002732289437210608,0.00803123340719559,-0.003820009066012287,0.007696001399251993,-3155.0,452054.0,13456.0,16611.0,3571.3333333333335,0.017111633034558787,0.013287599966668394,0.009591299130314528,0.0046600743302947015,0.010516048672148398,-0.006979254690811274
Amazonas,2022-01-01,2022-02-01,0.00706078991353329,0.0013806693042973056,0.0016391544285448095,0.005409406118818676,-0.0029540097266679746,0.006781139293872456,625.0,452679.0,17884.0,17259.0,2426.0,0.013287599966668394,0.009591299130314528,0.0046600743302947015,0.010516048672148398,-0.006979254690811274,0.0013806693042973056
Amazonas,2022-02-01,2022-03-01,0.003656263181014531,0.00706078991353329,0.00048740150900644045,0.004371604443296159,-0.0011424589864245155,0.005917516891459501,3219.0,455898.0,18819.0,15600.0,1979.1666666666667,0.009591299130314528,0.0046600743302947015,0.010516048672148398,-0.006979254690811274,0.0013806693042973056,0.00706078991353329
Amazonas,2022-03-01,2022-04-01,0.008021315018720014,0.003656263181014531,0.004032574132948376,0.0033824317850794914,-0.00020071165791821701,0.0054390220042072725,1673.0,457571.0,18079.0,16406.0,1541.3333333333333,0.0046600743302947015,0.010516048672148398,-0.006979254690811274,0.0013806693042973056,0.00706078991353329,0.003656263181014531
Amazonas,2022-04-01,2022-05-01,0.00896989124409706,0.008021315018720014,0.006246122704422613,0.00394263856648371,0.0007175144559306138,0.005708205198482925,3700.0,461271.0,19220.0,15520.0,1808.1666666666667,0.010516048672148398,-0.006979254690811274,0.0013806693042973056,0.00706078991353329,0.003656263181014531,0.008021315018720014
Amazonas,2022-05-01,2022-06-01,0.01112638442433655,0.00896989124409706,0.006882489814610535,0.003684945661808487,0.0027503754310083148,0.00543394814716582,4175.0,465446.0,19830.0,15655.0,1706.1666666666667,-0.006979254690811274,0.0013806693042973056,0.00706078991353329,0.003656263181014531,0.008021315018720014,0.00896989124409706
Amazonas,2022-06-01,2022-07-01,0.007636436470203772,0.01112638442433655,0.009372530229051207,0.006702552180999792,0.0016805980408455135,0.0032705988713630026,5237.0,470683.0,21042.0,15805.0,3104.8333333333335,0.0013806693042973056,0.00706078991353329,0.003656263181014531,0.008021315018720014,0.00896989124409706,0.01112638442433655
Amazonas,2022-07-01,2022-08-01,0.008626095244465254,0.007636436470203772,0.009244237379545795,0.0077451800419842025,0.0007496335068198718,0.0022438125009843933,3622.0,474305.0,21793.0,18171.0,3604.3333333333335,0.00706078991353329,0.003656263181014531,0.008021315018720014,0.00896989124409706,0.01112638442433655,0.007636436470203772
Amazonas,2022-08-01,2022-09-01,0.010774476214894043,0.008626095244465254,0.00912963871300186,0.008006064263806198,0.0007386005100555534,0.0022400679126725223,4127.0,478432.0,22537.0,18410.0,3755.6666666666665,0.003656263181014531,0.008021315018720014,0.00896989124409706,0.01112638442433655,0.007636436470203772,0.008626095244465254
Amazonas,2022-09-01,2022-10-01,0.007148062612265846,0.010774476214894043,0.009012335976521022,0.009192433102786116,0.0002641277150811986,0.0013169367650451367,5211.0,483643.0,21286.0,16075.0,4345.333333333333,0.008021315018720014,0.00896989124409706,0.01112638442433655,0.007636436470203772,0.008626095244465254,0.010774476214894043
Amazonas,2022-10-01,2022-11-01,0.0043209964863798675,0.007148062612265846,0.008849544690541715,0.009046891035043756,-0.0002621488289492032,0.0014768645183604577,3482.0,487125.0,19796.0,16314.0,4309.0,0.00896989124409706,0.01112638442433655,0.007636436470203772,0.008626095244465254,0.010774476214894043,0.007148062612265846
Amazonas,2022-11-01,2022-12-01,-0.011167007002372704,0.0043209964863798675,0.00741451177117992,0.00827207524209089,-0.0009526765798048109,0.002302639285428156,2114.0,489239.0,18926.0,16812.0,3965.5,0.01112638442433655,0.007636436470203772,0.008626095244465254,0.010774476214894043,0.007148062612265846,0.0043209964863798675
Amazonas,2022-12-01,2023-01-01,0.0009003204810519707,-0.011167007002372704,0.00010068403209100307,0.004556510004306013,-0.003158826492564763,0.007288245941863493,-5403.0,483836.0,13300.0,18703.0,2192.1666666666665,0.007636436470203772,0.008626095244465254,0.010774476214894043,0.007148062612265846,0.0043209964863798675,-0.011167007002372704
Amazonas,2023-01-01,2023-02-01,0.003223296654440369,0.0009003204810519707,-0.001981896678313622,0.0034338240061140466,-0.003065153988421503,0.007246038057057289,436.0,484272.0,19391.0,18955.0,1661.1666666666667,0.008626095244465254,0.010774476214894043,0.007148062612265846,0.0043209964863798675,-0.011167007002372704,0.0009003204810519707
Amazonas,2023-02-01,2023-03-01,0.003174082091159966,0.003223296654440369,-0.002347796622293455,0.002533357574443232,-0.0020567750767046446,0.006870832161290378,1566.0,485838.0,18240.0,16674.0,1234.3333333333333,0.010774476214894043,0.007148062612265846,0.0043209964863798675,-0.011167007002372704,0.0009003204810519707,0.003223296654440369
Amazonas,2023-03-01,2023-04-01,0.004013495480730522,0.003174082091159966,0.002432566408884102,0.0012666252204875524,-0.000317019274797806,0.005861126652966997,1547.0,487385.0,19634.0,18087.0,623.6666666666666,0.007148062612265846,0.0043209964863798675,-0.011167007002372704,0.0009003204810519707,0.003223296654440369,0.003174082091159966
Amazonas,2023-04-01,2023-05-01,0.003841330847087754,0.004013495480730522,0.0034702914087769523,0.0007441973652316652,0.0012516782407354188,0.005438033331733028,1964.0,489349.0,18497.0,16533.0,370.6666666666667,0.0043209964863798675,-0.011167007002372704,0.0009003204810519707,0.003223296654440369,0.003174082091159966,0.004013495480730522
Amazonas,2023-05-01,2023-06-01,0.004420196304545648,0.003841330847087754,0.0036763028063260803,0.0006642530920163127,0.002409485705230215,0.00538816042251751,1887.0,491236.0,20191.0,18304.0,332.8333333333333,-0.011167007002372704,0.0009003204810519707,0.003223296654440369,0.003174082091159966,0.004013495480730522,0.003841330847087754
Amazonas,2023-06-01,2023-07-01,0.0074888361427364524,0.004420196304545648,0.004091674210787975,0.0032621203098360386,0.000579797002428031,0.001142259890074144,2181.0,493417.0,20129.0,17948.0,1596.8333333333333,0.0009003204810519707,0.003223296654440369,0.003174082091159966,0.004013495480730522,0.003841330847087754,0.004420196304545648
Amazonas,2023-07-01,2023-08-01,0.009075271131947227,0.0074888361427364524,0.005250121098123285,0.004360206253450119,0.0007112535842284195,0.0014651972451006278,3723.0,497140.0,21211.0,17488.0,2144.6666666666665,0.003223296654440369,0.003174082091159966,0.004013495480730522,0.003841330847087754,0.004420196304545648,0.0074888361427364524
Amazonas,2023-08-01,2023-09-01,0.005891024955118831,0.009075271131947227,0.006994767859743109,0.005335535333034595,0.0011574523613546276,0.0021645819570808834,4553.0,501693.0,23053.0,18500.0,2642.5,0.003174082091159966,0.004013495480730522,0.003841330847087754,0.004420196304545648,0.0074888361427364524,0.009075271131947227
Amazonas,2023-09-01,2023-10-01,0.005386293626909001,0.005891024955118831,0.007485044076600837,0.005788359143694406,0.0008045173732774505,0.0019373040750809167,2973.0,504666.0,19809.0,16836.0,2880.1666666666665,0.004013495480730522,0.003841330847087754,0.004420196304545648,0.0074888361427364524,0.009075271131947227,0.005891024955118831
Amazonas,2023-10-01,2023-11-01,0.005066835561185373,0.005386293626909001,0.006784196571325019,0.0060171588347241525,0.00039210670971532967,0.0017896136613776569,2733.0,507399.0,20125.0,17392.0,3008.3333333333335,0.003841330847087754,0.004420196304545648,0.0074888361427364524,0.009075271131947227,0.005891024955118831,0.005386293626909001
Amazonas,2023-11-01,2023-12-01,-0.005592066994382299,0.005066835561185373,0.0054480513810710686,0.00622140962040709,-0.00017881935546034644,0.0015882316651794578,2584.0,509983.0,19630.0,17046.0,3124.5,0.004420196304545648,0.0074888361427364524,0.009075271131947227,0.005891024955118831,0.005386293626909001,0.005066835561185373
Amazonas,2023-12-01,2024-01-01,0.002077909811630392,-0.005592066994382299,0.0016203540645706915,0.004552699070585764,-0.0022267015350311177,0.0047388671265416295,-2836.0,507147.0,15411.0,18247.0,2288.3333333333335,0.0074888361427364524,0.009075271131947227,0.005891024955118831,0.005386293626909001,0.005066835561185373,-0.005592066994382299
Amazonas,2024-01-01,2024-02-01,0.006612768918617788,0.002077909811630392,0.0005175594594778219,0.003650878015401421,-0.001993015443308891,0.004607334072513119,1056.0,508203.0,21584.0,20528.0,1843.8333333333333,0.009075271131947227,0.005891024955118831,0.005386293626909001,0.005066835561185373,-0.005592066994382299,0.002077909811630392
Amazonas,2024-02-01,2024-03-01,0.0062161752650615985,0.006612768918617788,0.0010328705786219604,0.003240460979846515,-0.00048500954811167747,0.004197286181088248,3383.0,511586.0,21421.0,18038.0,1648.8333333333333,0.005891024955118831,0.005386293626909001,0.005066835561185373,-0.005592066994382299,0.002077909811630392,0.006612768918617788
Amazonas,2024-03-01,2024-04-01,0.0068986538365080775,0.0062161752650615985,0.004968951331769926,0.003294652698170309,0.00047020528768779775,0.004233104325471216,3200.0,514786.0,22651.0,19451.0,1686.6666666666667,0.005386293626909001,0.005066835561185373,-0.005592066994382299,0.002077909811630392,0.006612768918617788,0.0062161752650615985
Amazonas,2024-04-01,2024-05-01,0.006643938914855249,0.0068986538365080775,0.006575866006729154,0.003546712733103488,0.00140339077891236,0.0043921841613833515,3576.0,518362.0,23687.0,20111.0,1827.1666666666667,0.005066835561185373,-0.005592066994382299,0.002077909811630392,0.006612768918617788,0.0062161752650615985,0.0068986538365080775
Amazonas,2024-05-01,2024-06-01,0.009558425782695758,0.006643938914855249,0.006586256005474976,0.0038095632920484676,0.002149876227636131,0.004520604390924726,3467.0,521829.0,23375.0,19908.0,1974.3333333333333,-0.005592066994382299,0.002077909811630392,0.006612768918617788,0.0062161752650615985,0.0068986538365080775,0.006643938914855249
Amazonas,2024-06-01,2024-07-01,0.008914530364707565,0.009558425782695758,0.007700339511353027,0.006334645421561477,0.001090816240442448,0.002199155659353942,5036.0,526865.0,23844.0,18808.0,3286.3333333333335,0.002077909811630392,0.006612768918617788,0.0062161752650615985,0.0068986538365080775,0.006643938914855249,0.009558425782695758
Amazonas,2024-07-01,2024-08-01,0.009970984695264806,0.008914530364707565,0.008372298354086191,0.007474082180407672,0.0006080241103342438,0.001275658338987351,4739.0,531604.0,26037.0,21298.0,3900.1666666666665,0.006612768918617788,0.0062161752650615985,0.0068986538365080775,0.006643938914855249,0.009558425782695758,0.008914530364707565
Amazonas,2024-08-01,2024-09-01,0.004934945081825948,0.009970984695264806,0.00948131361422271,0.008033784809848843,0.0007924618172415716,0.0014931445911404784,5354.0,536958.0,27276.0,21922.0,4228.666666666667,0.0062161752650615985,0.0068986538365080775,0.006643938914855249,0.009558425782695758,0.008914530364707565,0.009970984695264806
Amazonas,2024-09-01,2024-10-01,0.00479509277582388,0.004934945081825948,0.007940153380599441,0.007820246445976233,-1.3751481433433112e-05,0.0017982582325642854,2663.0,539621.0,24472.0,21809.0,4139.166666666667,0.0068986538365080775,0.006643938914855249,0.009558425782695758,0.008914530364707565,0.009970984695264806,0.004934945081825948
Amazonas,2024-10-01,2024-11-01,0.00992049724826259,0.00479509277582388,0.006567007517638212,0.0074696529358622005,-0.0006302348133488296,0.0021200284180531177,2600.0,542221.0,26221.0,23621.0,3976.5,0.006643938914855249,0.009558425782695758,0.008914530364707565,0.009970984695264806,0.004934945081825948,0.00479509277582388
Amazonas,2024-11-01,2024-12-01,-0.007913809413384276,0.00992049724826259,0.006550178368637472,0.00801574599143009,-0.00044525700149302175,0.0022547228731124155,5433.0,547654.0,25689.0,20256.0,4304.166666666667,0.009558425782695758,0.008914530364707565,0.009970984695264806,0.004934945081825948,0.00479509277582388,0.00992049724826259
Amazonas,2024-12-01,2025-01-01,0.004397585725436735,-0.007913809413384276,0.002267260203567398,0.00510370679208342,-0.002412371815356226,0.006204752104539166,-4300.0,543354.0,18788.0,23088.0,2748.1666666666665,0.008914530364707565,0.009970984695264806,0.004934945081825948,0.00479509277582388,0.00992049724826259,-0.007913809413384276
Amazonas,2025-01-01,2025-02-01,0.006015768854599796,0.004397585725436735,0.0021347578534383497,0.004350882685538281,-0.0017510815389237806,0.005966146968792908,2400.0,545754.0,27739.0,25339.0,2358.3333333333335,0.009970984695264806,0.004934945081825948,0.00479509277582388,0.00992049724826259,-0.007913809413384276,0.004397585725436735
Amazonas,2025-02-01,2025-03-01,0.0015493472556368417,0.006015768854599796,0.0008331817222174184,0.0036916800454274454,-0.0003892202556839731,0.005509816520708689,3303.0,549057.0,27922.0,24619.0,2016.5,0.004934945081825948,0.00479509277582388,0.00992049724826259,-0.007913809413384276,0.004397585725436735,0.006015768854599796
Amazonas,2025-03-01,2025-04-01,0.004846295696424274,0.0015493472556368417,0.003987567278557791,0.003127413741062594,-0.00044661478980293005,0.005526933622562605,852.0,549909.0,24282.0,23430.0,1714.6666666666667,0.00479509277582388,0.00992049724826259,-0.007913809413384276,0.004397585725436735,0.006015768854599796,0.0015493472556368417
Amazonas,2025-04-01,2025-05-01,0.003712277741117758,0.004846295696424274,0.004137137268886971,0.0031359475611626598,0.0001324755822009947,0.005529540916240255,2678.0,552587.0,25806.0,23128.0,1727.6666666666667,0.00992049724826259,-0.007913809413384276,0.004397585725436735,0.006015768854599796,0.0015493472556368417,0.004846295696424274
Amazonas,2025-05-01,2025-06-01,0.004705097008979521,0.003712277741117758,0.003369306897726291,0.0021012443099718545,0.0015717184024717087,0.0046785559306567566,2059.0,554646.0,26251.0,24192.0,1165.3333333333333,-0.007913809413384276,0.004397585725436735,0.006015768854599796,0.0015493472556368417,0.004846295696424274,0.003712277741117758
Amazonas,2025-06-01,2025-07-01,0.0018109224957413765,0.004705097008979521,0.004421223482173851,0.004204395380365821,-5.9313385198421336e-05,0.0013706807812619603,2622.0,557268.0,24956.0,22334.0,2319.0,0.004397585725436735,0.006015768854599796,0.0015493472556368417,0.004846295696424274,0.003712277741117758,0.004705097008979521
Amazonas,2025-07-01,2025-08-01,0.004701238688145819,0.0018109224957413765,0.003409432415279552,0.003773284842083261,-0.00036260001398773076,0.0016252613629515898,1011.0,558279.0,26267.0,25256.0,2087.5,0.006015768854599796,0.0015493472556368417,0.004846295696424274,0.003712277741117758,0.004705097008979521,0.0018109224957413765
Amazonas,2025-08-01,2025-09-01,0.006616464654335768,0.004701238688145819,0.0037390860642889053,0.0035541964810075987,0.00021846162366736998,0.0013779944679192702,2637.0,560916.0,26855.0,24218.0,1976.5,0.0015493472556368417,0.004846295696424274,0.003712277741117758,0.004705097008979521,0.0018109224957413765,0.004701238688145819
Amazonas,2025-09-01,2025-10-01,0.0021171688610055668,0.006616464654335768,0.004376208612740988,0.0043987160474574195,0.00025495866049724306,0.001441758109734202,3736.0,564652.0,26617.0,22881.0,2457.1666666666665,0.004846295696424274,0.003712277741117758,0.004705097008979521,0.0018109224957413765,0.004701238688145819,0.006616464654335768
Amazonas,2025-10-01,2025-11-01,0.006674250244008623,0.0021171688610055668,0.004478290734495718,0.003943861574887635,1.8539277940349413e-05,0.0016449809095367785,1198.0,565850.0,25172.0,23974.0,2210.5,0.003712277741117758,0.004705097008979521,0.0018109224957413765,0.004701238688145819,0.006616464654335768,0.0021171688610055668
Amazonas,2025-11-01,2025-12-01,-0.01170890297936284,0.006674250244008623,0.005135961253116653,0.0044375236587027795,0.00036227803534651467,0.0019224528971630293,3802.0,569652.0,24434.0,20632.0,2501.0,0.004705097008979521,0.0018109224957413765,0.004701238688145819,0.006616464654335768,0.0021171688610055668,0.006674250244008623
Amazonas,2025-12-01,2026-01-01,0.0023232611427042335,-0.01170890297936284,-0.000972494624782883,0.001701856993979052,-0.0018908396714646526,0.006296920092773344,-6670.0,,17538.0,24208.0,952.3333333333334,0.0018109224957413765,0.004701238688145819,0.006616464654335768,0.0021171688610055668,0.006674250244008623,-0.01170890297936284
Amazonas,2026-01-01,2026-02-01,0.003637307474313723,0.0023232611427042335,-0.0009037971975499943,0.0017872467684728619,-0.0017802545498657348,0.006301292397589106,1311.0,564293.0,25622.0,24311.0,1002.3333333333334,0.004701238688145819,0.006616464654335768,0.0021171688610055668,0.006674250244008623,-0.01170890297936284,0.0023232611427042335
Amazonas,2026-02-01,2026-03-01,0.003652171159458789,0.003637307474313723,-0.0019161114541149608,0.001609924899500846,-0.0009331617793824479,0.006231378027311565,2060.0,566353.0,24787.0,22727.0,906.1666666666666,0.006616464654335768,0.0021171688610055668,0.006674250244008623,-0.01170890297936284,0.0023232611427042335,0.003637307474313723
Amazonas,2026-03-01,2026-04-01,0.0029992685994117223,0.003652171159458789,0.0032042465921589152,0.0011158759836880161,0.0003598956372928138,0.005924824275844854,2076.0,568429.0,26925.0,24849.0,629.5,0.0021171688610055668,0.006674250244008623,-0.01170890297936284,0.0023232611427042335,0.003637307474313723,0.003652171159458789
Amazonas,2026-04-01,2026-05-01,0.0025839024799865643,0.0029992685994117223,0.0034295824110614115,0.0012628926067557087,0.0008292103007168528,0.005958693273863116,1710.0,570139.0,25264.0,23554.0,714.8333333333334,0.006674250244008623,-0.01170890297936284,0.0023232611427042335,0.003637307474313723,0.003652171159458789,0.0029992685994117223
Amazonas,2026-05-01,2026-06-01,0.005179327244375139,0.0025839024799865643,0.003078447412952359,0.0005811679794186989,0.002100197524343272,0.0055183019428338125,1477.0,571616.0,24932.0,23455.0,327.3333333333333,-0.01170890297936284,0.0023232611427042335,0.003637307474313723,0.003652171159458789,0.0029992685994117223,0.0025839024799865643
Bahia,2020-07-01,2020-08-01,0.005763846507150542,0.002638858038929801,-0.0034934348492318096,-0.006051869218240788,0.0006159322651958142,0.008978088347799649,4170.0,1580229.0,37528.0,33358.0,-9644.166666666666,0.004280497174701666,-0.008207787623418639,-0.021903620313032324,-0.011298164768650141,-0.0018209978179750885,0.002638858038929801
Bahia,2020-08-01,2020-09-01,0.010478016710039721,0.005763846507150542,0.0021939022427017512,-0.00580464432949931,0.004370364933125923,0.009274724113030253,9161.0,1589390.0,45140.0,35979.0,-9291.0,-0.008207787623418639,-0.021903620313032324,-0.011298164768650141,-0.0018209978179750885,0.002638858038929801,0.005763846507150542
Bahia,2020-09-01,2020-10-01,0.01012541213447139,0.010478016710039721,0.006293573752040022,-0.0026903436072562487,0.006215830708561917,0.01093373817702939,16830.0,1606220.0,52410.0,35580.0,-4253.833333333333,-0.021903620313032324,-0.011298164768650141,-0.0018209978179750885,0.002638858038929801,0.005763846507150542,0.010478016710039721
Bahia,2020-10-01,2020-11-01,0.008566779762090243,0.01012541213447139,0.008789091783887216,0.002647828467327704,0.0042039976162249375,0.0075431745087272935,16430.0,1622650.0,56248.0,39818.0,4313.666666666667,-0.011298164768650141,-0.0018209978179750885,0.002638858038929801,0.005763846507150542,0.010478016710039721,0.01012541213447139
Bahia,2020-11-01,2020-12-01,-5.193738673066982e-05,0.008566779762090243,0.009723402868867118,0.005958652555784434,0.002260363439709731,0.004400204734598129,14021.0,1636671.0,55100.0,41079.0,9623.666666666666,-0.0018209978179750885,0.002638858038929801,0.005763846507150542,0.010478016710039721,0.01012541213447139,0.008566779762090243
Bahia,2020-12-01,2021-01-01,0.009350297481951026,-5.193738673066982e-05,0.006213418169943655,0.006253495960991839,-0.00015422234111575923,0.003899859953806889,-85.0,1636586.0,49854.0,49939.0,10087.833333333334,0.002638858038929801,0.005763846507150542,0.010478016710039721,0.01012541213447139,0.008566779762090243,-5.193738673066982e-05
Bahia,2021-01-01,2021-02-01,0.011840332857207798,0.009350297481951026,0.0059550466191035335,0.007372069201495375,-0.0004347497082482832,0.0036576582158129242,15447.0,1652033.0,58816.0,43369.0,11967.333333333334,0.005763846507150542,0.010478016710039721,0.01012541213447139,0.008566779762090243,-5.193738673066982e-05,0.009350297481951026
Bahia,2021-02-01,2021-03-01,0.006277382935813299,0.011840332857207798,0.007046230984142718,0.00838481692650492,-0.00011807086772976064,0.003905035934053733,19795.0,1671828.0,63353.0,43558.0,13739.666666666666,0.010478016710039721,0.01012541213447139,0.008566779762090243,-5.193738673066982e-05,0.009350297481951026,0.011840332857207798
Bahia,2021-03-01,2021-04-01,0.005880024108630653,0.006277382935813299,0.009156004424990708,0.007684711297467182,-4.929096930305891e-07,0.003843061696485754,10561.0,1682389.0,60544.0,49983.0,12694.833333333334,0.01012541213447139,0.008566779762090243,-5.193738673066982e-05,0.009350297481951026,0.011840332857207798,0.006277382935813299
Bahia,2021-04-01,2021-05-01,0.0065267238757867815,0.005880024108630653,0.007999246633883917,0.006977146626493725,0.0002298348021597353,0.0037173182069451353,9951.0,1692340.0,55254.0,45303.0,11615.0,0.008566779762090243,-5.193738673066982e-05,0.009350297481951026,0.011840332857207798,0.006277382935813299,0.005880024108630653
Bahia,2021-05-01,2021-06-01,0.004982511559660465,0.0065267238757867815,0.006228043640076911,0.006637137312109815,0.00048341532203518943,0.003649041816136483,11118.0,1703458.0,59030.0,47912.0,11131.166666666666,-5.193738673066982e-05,0.009350297481951026,0.011840332857207798,0.006277382935813299,0.005880024108630653,0.0065267238757867815
Bahia,2021-06-01,2021-07-01,0.006358306688033208,0.004982511559660465,0.005796419848025967,0.007476212136508338,-0.0010907747252256713,0.0023686432031805337,8530.0,1711988.0,56833.0,48303.0,12567.0,0.009350297481951026,0.011840332857207798,0.006277382935813299,0.005880024108630653,0.0065267238757867815,0.004982511559660465
Bahia,2021-07-01,2021-08-01,0.01051257488881538,0.006358306688033208,0.005955847374493485,0.006977547004188701,-0.0008756584344907233,0.0022326493592598013,10955.0,1722943.0,59316.0,48361.0,11818.333333333334,0.011840332857207798,0.006277382935813299,0.005880024108630653,0.0065267238757867815,0.004982511559660465,0.006358306688033208
Bahia,2021-08-01,2021-09-01,0.0065486562075304415,0.01051257488881538,0.007284464378836351,0.0067562540094566305,0.0006019027196311923,0.001754244914679807,18305.0,1741248.0,65262.0,46957.0,11570.0,0.006277382935813299,0.005880024108630653,0.0065267238757867815,0.004982511559660465,0.006358306688033208,0.01051257488881538
Bahia,2021-09-01,2021-10-01,0.0071329924693454665,0.0065486562075304415,0.007806512594793009,0.006801466221409488,0.0004764716760559276,0.001744790617887718,11478.0,1752726.0,63599.0,52121.0,11722.833333333334,0.005880024108630653,0.0065267238757867815,0.004982511559660465,0.006358306688033208,0.01051257488881538,0.0065486562075304415
Bahia,2021-10-01,2021-11-01,0.008976549816202476,0.0071329924693454665,0.008064741188563762,0.0070102942815286244,0.0003395441460624438,0.0016963178227818183,12592.0,1765318.0,67157.0,54565.0,12163.0,0.0065267238757867815,0.004982511559660465,0.006358306688033208,0.01051257488881538,0.0065486562075304415,0.0071329924693454665
Bahia,2021-11-01,2021-12-01,-0.0031734446601373112,0.008976549816202476,0.007552732831026127,0.007418598604931239,0.0005237237127246252,0.0018210350034432844,15990.0,1781308.0,67422.0,51432.0,12975.0,0.004982511559660465,0.006358306688033208,0.01051257488881538,0.0065486562075304415,0.0071329924693454665,0.008976549816202476
Bahia,2021-12-01,2022-01-01,0.006338556239507555,-0.0031734446601373112,0.004312032541803544,0.006059272568298277,-0.0014766427341964654,0.004379255410385278,-5635.0,1775673.0,57636.0,63271.0,10614.166666666666,0.006358306688033208,0.01051257488881538,0.0065486562075304415,0.0071329924693454665,0.008976549816202476,-0.0031734446601373112
Bahia,2022-01-01,2022-02-01,0.0070087290989785025,0.006338556239507555,0.0040472204651909064,0.006055980826877334,-0.0013769382429338678,0.004379036816607076,11327.0,1787000.0,67117.0,55790.0,10676.166666666666,0.01051257488881538,0.0065486562075304415,0.0071329924693454665,0.008976549816202476,-0.0031734446601373112,0.006338556239507555
Bahia,2022-02-01,2022-03-01,0.004399288545640129,0.0070087290989785025,0.0033912802261162485,0.005472006528571188,-0.00034951253453180604,0.003959295463374739,12613.0,1799613.0,73197.0,60584.0,9727.5,0.0065486562075304415,0.0071329924693454665,0.008976549816202476,-0.0031734446601373112,0.006338556239507555,0.0070087290989785025
Bahia,2022-03-01,2022-04-01,0.0087234681969342,0.004399288545640129,0.005915524628042062,0.005113778584922803,-0.00028742802487296426,0.0039428777388230045,7952.0,1807565.0,74220.0,66268.0,9139.833333333334,0.0071329924693454665,0.008976549816202476,-0.0031734446601373112,0.006338556239507555,0.0070087290989785025,0.004399288545640129
Bahia,2022-04-01,2022-05-01,0.00926421457379234,0.0087234681969342,0.00671049528051761,0.005378857872854258,0.0006320846965846251,0.004119238226309008,15907.0,1823472.0,74882.0,58975.0,9692.333333333334,0.008976549816202476,-0.0031734446601373112,0.006338556239507555,0.0070087290989785025,0.004399288545640129,0.0087234681969342
Bahia,2022-05-01,2022-06-01,0.007205960249897243,0.00926421457379234,0.007462323772122223,0.005426801999119236,0.0019066740425311372,0.00416228220509983,17051.0,1840523.0,77684.0,60633.0,9869.166666666666,-0.0031734446601373112,0.006338556239507555,0.0070087290989785025,0.004399288545640129,0.0087234681969342,0.00926421457379234
Bahia,2022-06-01,2022-07-01,0.007022522312617133,0.007205960249897243,0.008397881006874594,0.0071567028174583285,0.000440790175076686,0.0015912981787867787,13359.0,1853882.0,70096.0,56737.0,13034.833333333334,0.006338556239507555,0.0070087290989785025,0.004399288545640129,0.0087234681969342,0.00926421457379234,0.007205960249897243
Bahia,2022-07-01,2022-08-01,0.00906809590685736,0.007022522312617133,0.007830899045435573,0.00727069716297659,0.0002579922159377893,0.0015526349475899978,13111.0,1866993.0,73743.0,60632.0,13332.166666666666,0.0070087290989785025,0.004399288545640129,0.0087234681969342,0.00926421457379234,0.007205960249897243,0.007022522312617133
Bahia,2022-08-01,2022-09-01,0.008211918019790723,0.00906809590685736,0.007765526156457245,0.007613924964289733,0.0004623698522639958,0.0016792475854406988,17085.0,1884078.0,81977.0,64892.0,14077.5,0.004399288545640129,0.0087234681969342,0.00926421457379234,0.007205960249897243,0.007022522312617133,0.00906809590685736
Bahia,2022-09-01,2022-10-01,0.003530721896508042,0.008211918019790723,0.008100845413088406,0.008249363209981498,-9.512985210864068e-05,0.0008679720161620592,15600.0,1899678.0,74874.0,59274.0,15352.166666666666,0.0087234681969342,0.00926421457379234,0.007205960249897243,0.007022522312617133,0.00906809590685736,0.008211918019790723
Bahia,2022-10-01,2022-11-01,0.002220707904945537,0.003530721896508042,0.0069369119410520414,0.0073839054932438065,-0.0006744004709285949,0.0019177656476067296,6731.0,1906409.0,70303.0,63572.0,13822.833333333334,0.00926421457379234,0.007205960249897243,0.007022522312617133,0.00906809590685736,0.008211918019790723,0.003530721896508042
Bahia,2022-11-01,2022-12-01,-0.008582696409879048,0.002220707904945537,0.004654449273748101,0.0062099877151026725,-0.0010359383102900694,0.0024806417137924765,4243.0,1910652.0,65230.0,60987.0,11688.166666666666,0.007205960249897243,0.007022522312617133,0.00906809590685736,0.008211918019790723,0.003530721896508042,0.002220707904945537
Bahia,2022-12-01,2023-01-01,0.001919878274238068,-0.008582696409879048,-0.0009437555361418229,0.0035785449384732916,-0.0029499843926142585,0.005961069474579975,-16259.0,1894393.0,54958.0,71217.0,6751.833333333333,0.007022522312617133,0.00906809590685736,0.008211918019790723,0.003530721896508042,0.002220707904945537,-0.008582696409879048
