setor,date_base,target_date,target_taxa,taxa_atual,taxa_media_3m,taxa_media_6m,taxa_tendencia_6m,taxa_volatilidade_6m,saldo_atual,estoque_atual,admissoes_atual,desligamentos_atual,saldo_medio_6m,taxa_lag_6m,taxa_lag_5m,taxa_lag_4m,taxa_lag_3m,taxa_lag_2m,taxa_lag_1m
"Atividades Financeiras, de Seguros e Serviços Relacionados",2024-07-01,2024-08-01,0.00021651809045976497,0.00039765811110530286,0.0017210402650411395,0.001904841793257097,-0.00021842566341773794,0.000694103873772442,426.0,1071272.0,21508.0,21082.0,2031.1666666666667,0.0021387754332904637,0.002224267453589804,0.0019028870775388953,0.0023300051112205332,0.0024354575727975826,0.00039765811110530286
"Atividades Financeiras, de Seguros e Serviços Relacionados",2024-08-01,2024-09-01,0.0032993783550733873,0.00021651809045976497,0.0010165445914542169,0.0015844655694519805,-0.00041282803581068353,0.0009192884525840024,232.0,1071504.0,21385.0,21153.0,1691.5,0.002224267453589804,0.0019028870775388953,0.0023300051112205332,0.0024354575727975826,0.00039765811110530286,0.00021651809045976497
"Atividades Financeiras, de Seguros e Serviços Relacionados",2024-09-01,2024-10-01,0.0018652628451525449,0.0032993783550733873,0.0013045181855461517,0.0017636507196992443,-3.98801181800607e-05,0.001111266773945572,3547.0,1075051.0,22754.0,19207.0,1888.3333333333333,0.0019028870775388953,0.0023300051112205332,0.0024354575727975826,0.00039765811110530286,0.00021651809045976497,0.0032993783550733873
"Atividades Financeiras, de Seguros e Serviços Relacionados",2024-10-01,2024-11-01,0.001147179302177415,0.0018652628451525449,0.0017937197635618989,0.0017573800143015194,2.483171309769436e-06,0.0011105693275275503,2009.0,1077060.0,22425.0,20416.0,1885.1666666666667,0.0023300051112205332,0.0024354575727975826,0.00039765811110530286,0.00021651809045976497,0.0032993783550733873,0.0018652628451525449
"Atividades Financeiras, de Seguros e Serviços Relacionados",2024-11-01,2024-12-01,-0.0014702140029757207,0.001147179302177415,0.0021039401674677826,0.0015602423794609996,2.9836660390128823e-05,0.0010963158997678042,1237.0,1078297.0,19357.0,18120.0,1676.5,0.0024354575727975826,0.00039765811110530286,0.00021651809045976497,0.0032993783550733873,0.0018652628451525449,0.001147179302177415
"Atividades Financeiras, de Seguros e Serviços Relacionados",2024-12-01,2025-01-01,6.872290553015078e-05,-0.0014702140029757207,0.0005140760481180796,0.0009092971168321158,-0.00022804264129065737,0.0014768625051141627,-1583.0,1076714.0,14296.0,15879.0,978.0,0.00039765811110530286,0.00021651809045976497,0.0032993783550733873,0.0018652628451525449,0.001147179302177415,-0.0014702140029757207
"Atividades Financeiras, de Seguros e Serviços Relacionados",2025-01-01,2025-02-01,0.0030857653910997007,6.872290553015078e-05,-8.477059842271831e-05,0.0008544745825695904,-0.0004504524726220148,0.0015007495141328264,74.0,1076788.0,20547.0,20473.0,919.3333333333334,0.00021651809045976497,0.0032993783550733873,0.0018652628451525449,0.001147179302177415,-0.0014702140029757207,6.872290553015078e-05
"Atividades Financeiras, de Seguros e Serviços Relacionados",2025-02-01,2025-03-01,0.0009212693908244899,0.0030857653910997007,0.000561424764551377,0.0013326824660095798,-0.00025928794125396434,0.0016689851273913158,3333.0,1080121.0,23547.0,20214.0,1436.1666666666667,0.0032993783550733873,0.0018652628451525449,0.001147179302177415,-0.0014702140029757207,6.872290553015078e-05,0.0030857653910997007
"Atividades Financeiras, de Seguros e Serviços Relacionados",2025-03-01,2025-04-01,0.0016216121373420522,0.0009212693908244899,0.0013585858958181137,0.0009363309719680967,7.527794010378447e-05,0.0014184421671984443,996.0,1081117.0,20646.0,19650.0,1011.0,0.0018652628451525449,0.001147179302177415,-0.0014702140029757207,6.872290553015078e-05,0.0030857653910997007,0.0009212693908244899
"Atividades Financeiras, de Seguros e Serviços Relacionados",2025-04-01,2025-05-01,0.0007594380711933974,0.0016216121373420522,0.0018762156397554143,0.000895722520666348,0.0003589616240798105,0.0013945531340908263,1756.0,1082873.0,22177.0,20421.0,968.8333333333334,0.001147179302177415,-0.0014702140029757207,6.872290553015078e-05,0.0030857653910997007,0.0009212693908244899,0.0016216121373420522
"Atividades Financeiras, de Seguros e Serviços Relacionados",2025-05-01,2025-06-01,0.001626957000797817,0.0007594380711933974,0.0011007731997866464,0.0008310989821690117,0.00038978377331445944,0.0013903810263526095,823.0,1083696.0,21866.0,21043.0,899.8333333333334,-0.0014702140029757207,6.872290553015078e-05,0.0030857653910997007,0.0009212693908244899,0.0016216121373420522,0.0007594380711933974
"Atividades Financeiras, de Seguros e Serviços Relacionados",2025-06-01,2025-07-01,0.0015526836223152278,0.001626957000797817,0.0013360024031110888,0.0013472941494646013,4.3215178946770906e-05,0.0009431825747994654,1766.0,1085462.0,22191.0,20425.0,1458.0,6.872290553015078e-05,0.0030857653910997007,0.0009212693908244899,0.0016216121373420522,0.0007594380711933974,0.001626957000797817
"Atividades Financeiras, de Seguros e Serviços Relacionados",2025-07-01,2025-08-01,0.000824412915986166,0.0015526836223152278,0.001313026231435481,0.0015946209355954474,-0.0001831577165757439,0.000750330748331137,1688.0,1087150.0,23729.0,22041.0,1727.0,0.0030857653910997007,0.0009212693908244899,0.0016216121373420522,0.0007594380711933974,0.001626957000797817,0.0015526836223152278
"Atividades Financeiras, de Seguros e Serviços Relacionados",2025-08-01,2025-09-01,0.0003068778304656182,0.000824412915986166,0.0013346845130330703,0.0012177288564098586,5.0414574380665115e-06,0.0003863073391138508,897.0,1088047.0,21789.0,20892.0,1321.0,0.0009212693908244899,0.0016216121373420522,0.0007594380711933974,0.001626957000797817,0.0015526836223152278,0.000824412915986166
"Atividades Financeiras, de Seguros e Serviços Relacionados",2025-09-01,2025-10-01,0.0008005486328704167,0.0003068778304656182,0.0008946581229223373,0.001115330263016713,-0.00018437201081389858,0.0005122253258535229,334.0,1088381.0,21542.0,21208.0,1210.6666666666667,0.0016216121373420522,0.0007594380711933974,0.001626957000797817,0.0015526836223152278,0.000824412915986166,0.0003068778304656182
"Atividades Financeiras, de Seguros e Serviços Relacionados",2025-10-01,2025-11-01,0.0009886905902886372,0.0008005486328704167,0.0006439464597740669,0.000978486345604774,-0.00012808444025544456,0.0004663077129045787,872.0,1089253.0,21554.0,20682.0,1063.3333333333333,0.0007594380711933974,0.001626957000797817,0.0015526836223152278,0.000824412915986166,0.0003068778304656182,0.0008005486328704167
"Atividades Financeiras, de Seguros e Serviços Relacionados",2025-11-01,2025-12-01,-0.002254361290287078,0.0009886905902886372,0.0006987056845415574,0.0010166950987873138,-0.00017043634589716808,0.00045607379261368344,1078.0,1090331.0,19138.0,18060.0,1105.8333333333333,0.001626957000797817,0.0015526836223152278,0.000824412915986166,0.0003068778304656182,0.0008005486328704167,0.0009886905902886372
"Atividades Financeiras, de Seguros e Serviços Relacionados",2025-12-01,2026-01-01,-0.0007386828815071707,-0.002254361290287078,-0.00015504068904267473,0.00036980871693983124,-0.0005156777353628374,0.0012291350747032604,-2458.0,,14165.0,16623.0,401.8333333333333,0.0015526836223152278,0.000824412915986166,0.0003068778304656182,0.0008005486328704167,0.0009886905902886372,-0.002254361290287078
"Atividades Financeiras, de Seguros e Serviços Relacionados",2026-01-01,2026-02-01,-0.00019137664211279812,-0.0007386828815071707,-0.0006681178605018705,-1.208570036390186e-05,-0.0004374586969230443,0.0011560809297975153,-803.0,1087070.0,20191.0,20994.0,-13.333333333333334,0.000824412915986166,0.0003068778304656182,0.0008005486328704167,0.0009886905902886372,-0.002254361290287078,-0.0007386828815071707
"Atividades Financeiras, de Seguros e Serviços Relacionados",2026-02-01,2026-03-01,0.0009256629244881507,-0.00019137664211279812,-0.0010614736046356823,-0.00018138396004706246,-0.0002957719653314445,0.001093890808055971,-208.0,1086862.0,18992.0,19200.0,-197.5,0.0003068778304656182,0.0008005486328704167,0.0009886905902886372,-0.002254361290287078,-0.0007386828815071707,-0.00019137664211279812
"Atividades Financeiras, de Seguros e Serviços Relacionados",2026-03-01,2026-04-01,-0.00014525917270304337,0.0009256629244881507,-1.465533043939365e-06,-7.825311104330705e-05,-3.997005229530653e-05,0.001162104412698728,1007.0,1087869.0,23127.0,22120.0,-85.33333333333333,0.0008005486328704167,0.0009886905902886372,-0.002254361290287078,-0.0007386828815071707,-0.00019137664211279812,0.0009256629244881507
"Atividades Financeiras, de Seguros e Serviços Relacionados",2026-04-01,2026-05-01,6.159345013412663e-05,-0.00014525917270304337,0.00019634236989076975,-0.00023588774530555038,0.0001262180019646188,0.0010943815023231563,-158.0,1087711.0,21902.0,22060.0,-257.0,0.0009886905902886372,-0.002254361290287078,-0.0007386828815071707,-0.00019137664211279812,0.0009256629244881507,-0.00014525917270304337
"Atividades Financeiras, de Seguros e Serviços Relacionados",2026-05-01,2026-06-01,0.0006991021911020184,6.159345013412663e-05,0.000280665733973078,-0.00039040393533130215,0.00041363098271769586,0.0009688203032137999,67.0,1087778.0,20690.0,20623.0,-425.5,-0.002254361290287078,-0.0007386828815071707,-0.00019137664211279812,0.0009256629244881507,-0.00014525917270304337,6.159345013412663e-05
Atividades Imobiliárias,2020-07-01,2020-08-01,0.006459098820344227,0.004210785840340496,-0.0030967938963305333,-0.004251627360758007,-0.00028452526429551634,0.01010860649013337,649.0,154128.0,4181.0,3532.0,-654.3333333333334,0.006886584982720704,7.539488068760131e-05,-0.023181362338964746,-0.010484468176326148,-0.0030166993530059485,0.004210785840340496
Atividades Imobiliárias,2020-08-01,2020-09-01,0.008050438330061577,0.006459098820344227,0.002551061769226258,-0.004322875054487419,0.003473220944557687,0.010031059887080359,1002.0,155130.0,4479.0,3477.0,-670.0,7.539488068760131e-05,-0.023181362338964746,-0.010484468176326148,-0.0030166993530059485,0.004210785840340496,0.006459098820344227
Atividades Imobiliárias,2020-09-01,2020-10-01,0.01032147829388685,0.008050438330061577,0.006240107663582101,-0.0029937011462584247,0.006120491129385403,0.011006716591615399,1259.0,156389.0,5094.0,3835.0,-462.1666666666667,-0.023181362338964746,-0.010484468176326148,-0.0030166993530059485,0.004210785840340496,0.006459098820344227,0.008050438330061577
Atividades Imobiliárias,2020-10-01,2020-11-01,0.010625043044885641,0.01032147829388685,0.008277005148097552,0.0025901056258835087,0.003985127382293465,0.007182917367487346,1631.0,158020.0,5699.0,4068.0,410.6666666666667,-0.010484468176326148,-0.0030166993530059485,0.004210785840340496,0.006459098820344227,0.008050438330061577,0.01032147829388685
Atividades Imobiliárias,2020-11-01,2020-12-01,0.004413277232351566,0.010625043044885641,0.009665653222944688,0.006108357496085473,0.002518060824566124,0.004635244929409231,1697.0,159717.0,5333.0,3636.0,962.5,-0.0030166993530059485,0.004210785840340496,0.006459098820344227,0.008050438330061577,0.01032147829388685,0.010625043044885641
Atividades Imobiliárias,2020-12-01,2021-01-01,0.01231945624468989,0.004413277232351566,0.008453266190374686,0.007346686926978394,0.00045089513135728154,0.002559910456068738,708.0,160425.0,4604.0,3896.0,1157.6666666666667,0.004210785840340496,0.006459098820344227,0.008050438330061577,0.01032147829388685,0.010625043044885641,0.004413277232351566
Atividades Imobiliárias,2021-01-01,2021-02-01,0.010605054609026174,0.01231945624468989,0.009119258840642365,0.00869813199436996,0.0005341105308456305,0.002684988693318046,2001.0,162426.0,6204.0,4203.0,1383.0,0.006459098820344227,0.008050438330061577,0.01032147829388685,0.010625043044885641,0.004413277232351566,0.01231945624468989
Atividades Imobiliárias,2021-02-01,2021-03-01,0.009239701143043368,0.010605054609026174,0.00911259602868921,0.009389124625816949,0.00035872141241994384,0.0025499426497828607,1741.0,164167.0,6402.0,4661.0,1506.1666666666667,0.008050438330061577,0.01032147829388685,0.010625043044885641,0.004413277232351566,0.01231945624468989,0.010605054609026174
Atividades Imobiliárias,2021-03-01,2021-04-01,0.008728321278797777,0.009239701143043368,0.010721403998919812,0.009587335094647249,6.963794144407169e-05,0.0024835380388378465,1531.0,165698.0,6198.0,4667.0,1551.5,0.01032147829388685,0.010625043044885641,0.004413277232351566,0.01231945624468989,0.010605054609026174,0.009239701143043368
Atividades Imobiliárias,2021-04-01,2021-05-01,0.007958551436812306,0.008728321278797777,0.009524359010289108,0.009321808925465734,9.375032188492513e-05,0.002476007564670609,1459.0,167157.0,5640.0,4181.0,1522.8333333333333,0.010625043044885641,0.004413277232351566,0.01231945624468989,0.010605054609026174,0.009239701143043368,0.008728321278797777
Atividades Imobiliárias,2021-05-01,2021-06-01,0.010314001433152819,0.007958551436812306,0.008642191286217817,0.008877393657453513,0.0001596460759612733,0.002441266849729586,1341.0,168498.0,6156.0,4815.0,1463.5,0.004413277232351566,0.01231945624468989,0.010605054609026174,0.009239701143043368,0.008728321278797777,0.007958551436812306
Atividades Imobiliárias,2021-06-01,2021-07-01,0.009725114293358771,0.010314001433152819,0.009000291382920968,0.00986084769092039,-0.0005279475268163584,0.0014195726128083304,1756.0,170254.0,6521.0,4765.0,1638.1666666666667,0.01231945624468989,0.010605054609026174,0.009239701143043368,0.008728321278797777,0.007958551436812306,0.010314001433152819
Atividades Imobiliárias,2021-07-01,2021-08-01,0.010024932773641509,0.009725114293358771,0.009332555721107966,0.009428457365698537,-5.561630142840336e-05,0.0009076542653717445,1672.0,171926.0,6551.0,4879.0,1583.3333333333333,0.010605054609026174,0.009239701143043368,0.008728321278797777,0.007958551436812306,0.010314001433152819,0.009725114293358771
Atividades Imobiliárias,2021-08-01,2021-09-01,0.008795260490388567,0.010024932773641509,0.010021349500051032,0.009331770393134426,0.00026491391980040514,0.0008019070195454902,1741.0,173667.0,7029.0,5288.0,1583.3333333333333,0.009239701143043368,0.008728321278797777,0.007958551436812306,0.010314001433152819,0.009725114293358771,0.010024932773641509
Atividades Imobiliárias,2021-09-01,2021-10-01,0.005996652767140385,0.008795260490388567,0.009515102519129617,0.009257696951025293,0.00016985579796135761,0.0008271209190070755,1541.0,175208.0,7114.0,5573.0,1585.0,0.008728321278797777,0.007958551436812306,0.010314001433152819,0.009725114293358771,0.010024932773641509,0.008795260490388567
Atividades Imobiliárias,2021-10-01,2021-11-01,0.009997472549074671,0.005996652767140385,0.008272282010390153,0.00880241886574906,-0.00040188279132484685,0.0014840976969897203,1057.0,176265.0,6731.0,5674.0,1518.0,0.007958551436812306,0.010314001433152819,0.009725114293358771,0.010024932773641509,0.008795260490388567,0.005996652767140385
Atividades Imobiliárias,2021-11-01,2021-12-01,-0.000146051825928693,0.009997472549074671,0.008263128602201209,0.00914223905112612,-0.00039993432235139515,0.0014853983956800239,1780.0,178045.0,6939.0,5159.0,1591.1666666666667,0.010314001433152819,0.009725114293358771,0.010024932773641509,0.008795260490388567,0.005996652767140385,0.009997472549074671
Atividades Imobiliárias,2021-12-01,2022-01-01,0.005952480665605718,-0.000146051825928693,0.005282691163428787,0.007398896841279201,-0.0014924805426681713,0.003649253767013559,-26.0,178019.0,5617.0,5643.0,1294.1666666666667,0.009725114293358771,0.010024932773641509,0.008795260490388567,0.005996652767140385,0.009997472549074671,-0.000146051825928693
Atividades Imobiliárias,2022-01-01,2022-02-01,0.0076249161868769426,0.005952480665605718,0.0052679671295838984,0.006770124569987025,-0.0012338679344913268,0.00351688837469504,1066.0,179085.0,6998.0,5932.0,1193.1666666666667,0.010024932773641509,0.008795260490388567,0.005996652767140385,0.009997472549074671,-0.000146051825928693,0.005952480665605718
Atividades Imobiliárias,2022-02-01,2022-03-01,0.007146786971830986,0.0076249161868769426,0.004477115008851323,0.006370121805526264,-0.0004607932056332998,0.0032503308046172258,1376.0,180461.0,7918.0,6542.0,1132.3333333333333,0.008795260490388567,0.005996652767140385,0.009997472549074671,-0.000146051825928693,0.005952480665605718,0.0076249161868769426
Atividades Imobiliárias,2022-03-01,2022-04-01,0.005754545653458197,0.007146786971830986,0.006908061274771215,0.006095376219100002,0.0001351866979541209,0.0030999167287964684,1299.0,181760.0,8117.0,6818.0,1092.0,0.005996652767140385,0.009997472549074671,-0.000146051825928693,0.005952480665605718,0.0076249161868769426,0.007146786971830986
Atividades Imobiliárias,2022-04-01,2022-05-01,0.003950157189013659,0.005754545653458197,0.0068420829373887085,0.0060550250334863035,6.675192675622547e-05,0.0031025138247948625,1052.0,182812.0,7526.0,6474.0,1091.1666666666667,0.009997472549074671,-0.000146051825928693,0.005952480665605718,0.0076249161868769426,0.007146786971830986,0.005754545653458197
Atividades Imobiliárias,2022-05-01,2022-06-01,0.002613874729646013,0.003950157189013659,0.00561716327143428,0.005047139140142802,0.0005545460235206638,0.0025995552370800066,725.0,183537.0,7715.0,6990.0,915.3333333333334,-0.000146051825928693,0.005952480665605718,0.0076249161868769426,0.007146786971830986,0.005754545653458197,0.003950157189013659
Atividades Imobiliárias,2022-06-01,2022-07-01,0.0002770700117890574,0.002613874729646013,0.004106192524039289,0.005507126899405253,-0.0008317013711931759,0.0017429924188521535,481.0,184018.0,7107.0,6626.0,999.8333333333334,0.005952480665605718,0.0076249161868769426,0.007146786971830986,0.005754545653458197,0.003950157189013659,0.002613874729646013
Atividades Imobiliárias,2022-07-01,2022-08-01,0.003508069100299377,0.0002770700117890574,0.0022803673101495768,0.004561225123769142,-0.0014897816018982534,0.0025824700543207297,51.0,184069.0,7187.0,7136.0,830.6666666666666,0.0076249161868769426,0.007146786971830986,0.005754545653458197,0.003950157189013659,0.002613874729646013,0.0002770700117890574
Atividades Imobiliárias,2022-08-01,2022-09-01,0.003452796495411557,0.003508069100299377,0.0021330046139114824,0.003875083942672881,-0.0010274942497723743,0.0021951881409880297,648.0,184717.0,7546.0,6898.0,709.3333333333334,0.007146786971830986,0.005754545653458197,0.003950157189013659,0.002613874729646013,0.0002770700117890574,0.003508069100299377
Atividades Imobiliárias,2022-09-01,2022-10-01,0.004029939765833633,0.003452796495411557,0.002412645202499997,0.003259418863269643,-0.000433480422120943,0.0016387561788919613,640.0,185357.0,6880.0,6240.0,599.5,0.005754545653458197,0.003950157189013659,0.002613874729646013,0.0002770700117890574,0.003508069100299377,0.003452796495411557
Atividades Imobiliárias,2022-10-01,2022-11-01,0.0007302287871222006,0.004029939765833633,0.0036636017871815225,0.002971984548665549,0.00017561935056876628,0.0012900558601626087,750.0,186107.0,6567.0,5817.0,549.1666666666666,0.003950157189013659,0.002613874729646013,0.0002770700117890574,0.003508069100299377,0.003452796495411557,0.004029939765833633
Atividades Imobiliárias,2022-11-01,2022-12-01,-0.005089044792228818,0.0007302287871222006,0.0027376550161224635,0.0024353298150169727,5.100305556076717e-05,0.0014333016718543002,136.0,186243.0,6055.0,5919.0,451.0,0.002613874729646013,0.0002770700117890574,0.003508069100299377,0.003452796495411557,0.004029939765833633,0.0007302287871222006
Atividades Imobiliárias,2022-12-01,2023-01-01,0.001094321924712808,-0.005089044792228818,-0.00010962541309099463,0.001151509894704501,-0.000988198619691395,0.003136380491163889,-943.0,185300.0,4802.0,5745.0,213.66666666666666,0.0002770700117890574,0.003508069100299377,0.003452796495411557,0.004029939765833633,0.0007302287871222006,-0.005089044792228818
Atividades Imobiliárias,2023-01-01,2023-02-01,0.0020657711405316134,0.001094321924712808,-0.0010881646934646034,0.0012877185468584595,-0.0011712563062732972,0.0031131068106119123,203.0,185503.0,6948.0,6745.0,239.0,0.003508069100299377,0.003452796495411557,0.004029939765833633,0.0007302287871222006,-0.005089044792228818,0.001094321924712808
Atividades Imobiliárias,2023-02-01,2023-03-01,0.0034311386555297627,0.0020657711405316134,-0.000642983908994799,0.0010473355535638323,-0.0006160358250603774,0.0029854455123491494,384.0,185887.0,6753.0,6369.0,195.0,0.003452796495411557,0.004029939765833633,0.0007302287871222006,-0.005089044792228818,0.001094321924712808,0.0020657711405316134
Atividades Imobiliárias,2023-03-01,2023-04-01,0.003515238934743703,0.0034311386555297627,0.0021970772402580612,0.0010437259135835334,0.0002055996635900146,0.0029825466230615962,640.0,186527.0,8282.0,7642.0,195.0,0.004029939765833633,0.0007302287871222006,-0.005089044792228818,0.001094321924712808,0.0020657711405316134,0.0034311386555297627
Atividades Imobiliárias,2023-04-01,2023-05-01,0.002520542689360432,0.003515238934743703,0.003004049576935026,0.0009579424417352115,0.0011559157227772014,0.002901730999781468,658.0,187185.0,7115.0,6457.0,179.66666666666666,0.0007302287871222006,-0.005089044792228818,0.001094321924712808,0.0020657711405316134,0.0034311386555297627,0.003515238934743703
Atividades Imobiliárias,2023-05-01,2023-06-01,0.0018403863747579838,0.002520542689360432,0.0031556400932112993,0.0012563280921082502,0.0013336015986582022,0.002954542232389718,473.0,187658.0,7530.0,7057.0,235.83333333333334,-0.005089044792228818,0.001094321924712808,0.0020657711405316134,0.0034311386555297627,0.003515238934743703,0.002520542689360432
Atividades Imobiliárias,2023-06-01,2023-07-01,0.0027900068954543043,0.0018403863747579838,0.00262538933295404,0.0024112332866060506,0.00014796391931217934,0.000861244236016524,346.0,188004.0,7203.0,6857.0,450.6666666666667,0.001094321924712808,0.0020657711405316134,0.0034311386555297627,0.003515238934743703,0.002520542689360432,0.0018403863747579838
Atividades Imobiliárias,2023-07-01,2023-08-01,0.002059083522567873,0.0027900068954543043,0.0023836453198575734,0.0026938474483963,-6.130783751671883e-05,0.0006298728878961875,526.0,188530.0,7074.0,6548.0,504.5,0.0020657711405316134,0.0034311386555297627,0.003515238934743703,0.002520542689360432,0.0018403863747579838,0.0027900068954543043
Atividades Imobiliárias,2023-08-01,2023-09-01,0.0038859830429830854,0.002059083522567873,0.002229825597593387,0.0026927328454023434,-0.00027760365992228833,0.0006309882550984705,389.0,188919.0,7716.0,7327.0,505.3333333333333,0.0034311386555297627,0.003515238934743703,0.002520542689360432,0.0018403863747579838,0.0027900068954543043,0.002059083522567873
Atividades Imobiliárias,2023-09-01,2023-10-01,0.001058691541528624,0.0038859830429830854,0.002911691153668421,0.0027685402433112304,4.054181604330151e-05,0.000734052608532877,737.0,189656.0,6996.0,6259.0,521.5,0.003515238934743703,0.002520542689360432,0.0018403863747579838,0.0027900068954543043,0.002059083522567873,0.0038859830429830854
Atividades Imobiliárias,2023-10-01,2023-11-01,0.001740383199781269,0.001058691541528624,0.002334586035693194,0.0023591156777753837,-5.438254592486175e-05,0.0008749525882944481,201.0,189857.0,6788.0,6587.0,445.3333333333333,0.002520542689360432,0.0018403863747579838,0.0027900068954543043,0.002059083522567873,0.0038859830429830854,0.001058691541528624
Atividades Imobiliárias,2023-11-01,2023-12-01,-0.0029267057948774737,0.001740383199781269,0.002228352594764326,0.0022290890961788566,-0.00011048749760701145,0.0008989421485190535,331.0,190188.0,6748.0,6417.0,421.6666666666667,0.0018403863747579838,0.0027900068954543043,0.002059083522567873,0.0038859830429830854,0.001058691541528624,0.001740383199781269
Atividades Imobiliárias,2023-12-01,2024-01-01,0.0024513542943413696,-0.0029267057948774737,-4.254368452252683e-05,0.0014345737345729474,-0.000924770169184947,0.0021405678807402276,-555.0,189633.0,5391.0,5946.0,271.5,0.0027900068954543043,0.002059083522567873,0.0038859830429830854,0.001058691541528624,0.001740383199781269,-0.0029267057948774737
Atividades Imobiliárias,2024-01-01,2024-02-01,0.004195914091147198,0.0024513542943413696,0.0004216772330817217,0.0013781316343874578,-0.0005084291713274731,0.002108305579583058,466.0,190099.0,7311.0,6845.0,261.5,0.002059083522567873,0.0038859830429830854,0.001058691541528624,0.001740383199781269,-0.0029267057948774737,0.0024513542943413696
Atividades Imobiliárias,2024-02-01,2024-03-01,0.004702766394511006,0.004195914091147198,0.0012401875302036978,0.001734270062484012,3.030155727428735e-05,0.002358845392743743,801.0,190900.0,7697.0,6896.0,330.1666666666667,0.0038859830429830854,0.001058691541528624,0.001740383199781269,-0.0029267057948774737,0.0024513542943413696,0.004195914091147198
Atividades Imobiliárias,2024-03-01,2024-04-01,0.006330818965517241,0.004702766394511006,0.0037833449266665244,0.0018704006210719989,0.0008847150579493866,0.002498526968373264,902.0,191802.0,8202.0,7300.0,357.6666666666667,0.001058691541528624,0.001740383199781269,-0.0029267057948774737,0.0024513542943413696,0.004195914091147198,0.004702766394511006
Atividades Imobiliárias,2024-04-01,2024-05-01,0.0006471687660821438,0.006330818965517241,0.005076499817058482,0.0027490885250701018,0.0013595758626757462,0.0029456105097807814,1222.0,193024.0,8397.0,7175.0,527.8333333333334,0.001740383199781269,-0.0029267057948774737,0.0024513542943413696,0.004195914091147198,0.004702766394511006,0.006330818965517241
Atividades Imobiliárias,2024-05-01,2024-06-01,0.0037035699732290693,0.0006471687660821438,0.003893584708703464,0.0025668861194535807,0.0008575605463339858,0.0030348289790439378,125.0,193149.0,7513.0,7388.0,493.5,-0.0029267057948774737,0.0024513542943413696,0.004195914091147198,0.004702766394511006,0.006330818965517241,0.0006471687660821438
Atividades Imobiliárias,2024-06-01,2024-07-01,0.0027007284250380676,0.0037035699732290693,0.003560519234942818,0.0036719320808046713,-7.87744288500126e-05,0.001781706120282347,718.0,193867.0,7441.0,6723.0,705.6666666666666,0.0024513542943413696,0.004195914091147198,0.004702766394511006,0.006330818965517241,0.0006471687660821438,0.0037035699732290693
Atividades Imobiliárias,2024-07-01,2024-08-01,0.0019202530215746076,0.0027007284250380676,0.0023504890547830933,0.0037134944359207872,-0.0004616333655379015,0.0017554639475221082,525.0,194392.0,7579.0,7054.0,715.5,0.004195914091147198,0.004702766394511006,0.006330818965517241,0.0006471687660821438,0.0037035699732290693,0.0027007284250380676
Atividades Imobiliárias,2024-08-01,2024-09-01,0.004477566166774006,0.0019202530215746076,0.0027748504732805815,0.0033342175909920227,-0.0006213267793992169,0.001853366420062073,374.0,194766.0,7533.0,7159.0,644.3333333333334,0.004702766394511006,0.006330818965517241,0.0006471687660821438,0.0037035699732290693,0.0027007284250380676,0.0019202530215746076
Atividades Imobiliárias,2024-09-01,2024-10-01,0.0018876395322735343,0.004477566166774006,0.003032849204462227,0.0032966842197025225,-0.00018428150786942255,0.0018273692445904093,876.0,195642.0,7556.0,6680.0,640.0,0.006330818965517241,0.0006471687660821438,0.0037035699732290693,0.0027007284250380676,0.0019202530215746076,0.004477566166774006
Atividades Imobiliárias,2024-10-01,2024-11-01,0.0007748618502885341,0.0018876395322735343,0.0027618195735407158,0.0025561543141619045,0.0002212533430893801,0.0012599468352448625,370.0,196012.0,7909.0,7539.0,498.0,0.0006471687660821438,0.0037035699732290693,0.0027007284250380676,0.0019202530215746076,0.004477566166774006,0.0018876395322735343
Atividades Imobiliárias,2024-11-01,2024-12-01,-0.0031142133926516835,0.0007748618502885341,0.002380022516445358,0.00257743649486297,-0.00041501411850848195,0.0012282002820959612,152.0,196164.0,6794.0,6642.0,502.5,0.0037035699732290693,0.0027007284250380676,0.0019202530215746076,0.004477566166774006,0.0018876395322735343,0.0007748618502885341
Atividades Imobiliárias,2024-12-01,2025-01-01,0.004738251071323148,-0.0031142133926516835,-0.00015057067002987177,0.0014411392672161775,-0.001002880263908784,0.0023248845523755053,-609.0,195555.0,5146.0,5755.0,281.3333333333333,0.0027007284250380676,0.0019202530215746076,0.004477566166774006,0.0018876395322735343,0.0007748618502885341,-0.0031142133926516835
Atividades Imobiliárias,2025-01-01,2025-02-01,0.008697845719186722,0.004738251071323148,0.0007996331763199994,0.0017807263749303576,-0.00027994646032912485,0.0026147974450286614,931.0,196486.0,8038.0,7107.0,349.0,0.0019202530215746076,0.004477566166774006,0.0018876395322735343,0.0007748618502885341,-0.0031142133926516835,0.004738251071323148
Atividades Imobiliárias,2025-02-01,2025-03-01,0.0026417088082119405,0.008697845719186722,0.003440627799286062,0.0029103251578657097,0.0007361187753220626,0.003678634392141512,1724.0,198210.0,9305.0,7581.0,574.0,0.004477566166774006,0.0018876395322735343,0.0007748618502885341,-0.0031142133926516835,0.004738251071323148,0.008697845719186722
